Ids,Molecular Weight,No. of Hydrogen Bond Donors,No. of Hydrogen Bond Acceptors,TPSA,No. of Rotatable Bonds,C Ratio,N Ratio,NO Ratio,Hetero Ratio,Halogen Ratio,Number of Rings,Number of Aromatic Rings,Number of Rings (size 3),Number of Rings (size 4),Number of Rings (size 5),Number of Rings (size 6),Log(BCF),Log(Koc),Parachor,Index of Refraction,Surface Tension,Density,Polarizability,LogS (pH = 7.40),LogP,LogD (pH = 7.40),LogSw|LogSw,LogSw|pH,pKa(Acid)|pKa,pKa(Base)|pKa,Neutral form (pH = 7.40),Negative form (pH = 7.40),Positive form (pH = 7.40),Total energy (VAMP Electrostatics),Electronic energy (VAMP Electrostatics),Heat of formation (VAMP Electrostatics),HOMO eigenvalue (VAMP Electrostatics),LUMO eigenvalue (VAMP Electrostatics),Molecular surface area (VAMP Electrostatics),Mean polarizability (VAMP Electrostatics)
DB00693,0.0643842179,0.0273972603,0.0434782609,0.0399339951,0,0.8068181818,0,0.25,0.2325581395,0,0.3125,0.3333333333,0,0,0.125,0.4,0.4997778765,0.4996896338,0.1460401408,0.6,0.5107736895,0.4408602151,0.1657209613,0.534358047,0.7069924994,0.7524312309,0.5411020777,0.5441389291,0.4605308514,0,0.99,0.01,0,0.937725407,0.97663517,0.8144866524,0.3146801861,0.6475099107,0.0556599794,0.0737167014
DB00438,0.1128073399,0.0684931507,0.1130434783,0.1271381951,0.059602649,0.5681818182,0.2133333333,0.4375,0.476744186,0,0.25,0.2222222222,0,0.5,0.125,0.2,0.3029764549,0.3029174426,0.1911995879,0.4237723495,0.3083341598,0.3033679323,0.1979826771,0.6347197107,0.5540769417,0.5643234232,0.6522131888,0.2655571635,0.2219924164,0.4489311164,0,1,0,0.8937529892,0.9541524808,0.8494114493,0.354716516,0.4670501106,0.0988619449,0.114559141
DB00199,0.154720962,0.0684931507,0.1217391304,0.1019028951,0.0463576159,0.7272727273,0.0266666667,0.3375,0.3139534884,0,0.1875,0,0,0,0,0.2,0.4944469125,0.4947237741,0.4202967461,0.3368421053,0.2651839718,0.2311827957,0.3888518024,0.7405063291,0.6798935398,0.7004723534,0.6802168022,0.7612156295,0.5894519131,0.7189231987,0.18,0,0.82,0.8438176678,0.9011126463,0.6256121112,0.3748800402,0.7827625968,0.1599061412,0.1694679692
DB01066,0.1035829241,0.0547945205,0.0956521739,0.1271119192,0.0463576159,0.5568181818,0.24,0.4125,0.488372093,0,0.25,0.2222222222,0,0.5,0.25,0.1,0.4486894713,0.4487895717,0.2085397932,0.6315789474,0.4533140121,0.5268817204,0.2492768135,0.924954792,0.6438422453,0.5751597666,0.6766034327,0.2930535456,0.2219924164,0.5265241489,0,1,0,0.9085409855,0.9608863723,0.8787021337,0.334841996,0.6239532325,0.0877832656,0.1088159074
DB00474,0.0486368063,0.0136986301,0.0434782609,0.0349363337,0.0331125828,0.7386363636,0.1466666667,0.325,0.3023255814,0,0.0625,0,0,0,0,0.1,0.4784540204,0.47858473,0.1328044623,0.2947368421,0.1925403226,0.1774193548,0.1256675567,0.650994575,0.6740866199,0.7107529869,0.6449864499,0.4515195369,0.4077904171,0.2798891528,0.73,0.27,0,0.9527297277,0.9825942636,0.8320966719,0.2190982058,0.7065110253,0.0539287698,0.057260106
DB00741,0.0711658843,0.0410958904,0.0434782609,0.0498347251,0.0132450331,0.8181818182,0,0.2375,0.2209302326,0,0.25,0,0,0,0.125,0.3,0.4469124833,0.4469273743,0.1848657246,0.3894736842,0.3118699597,0.2741935484,0.1824655096,0.6075949367,0.6610210501,0.6996387886,0.6142728094,0.5658465991,0.5680799724,0,1,0,0,0.9314787335,0.969298759,0.763498445,0.2508023182,0.7168344074,0.0690229745,0.0845326788
DB00802,0.0833256482,0,0.0782608696,0.0425931084,0.059602649,0.6931818182,0.2666666667,0.375,0.3488372093,0,0.1875,0.1111111111,0,0,0.125,0.2,0.4664593514,0.4661700807,0.2183330831,0.4,0.2453377016,0.2365591398,0.2290275923,0.7242314647,0.6704572949,0.7004723534,0.6982836495,0.7496382055,1,0.7054631829,0.44,0,0.56,0.921268077,0.9645514407,0.8799810632,0.3149626036,0.7190953987,0.0873502281,0.0969532863
DB00718,0.0510863037,0.0547945205,0.0782608696,0.07682525,0.0331125828,0.3977272727,0.3733333333,0.625,0.6511627907,0,0.125,0.2222222222,0,0,0.125,0.1,0.329631275,0.3296089385,0.0968262178,0.5789473684,0.5953251008,0.5913978495,0.104305741,0.9620253165,0.5831115413,0.5015282023,0.8726287263,0.2793053546,0.19407101,0.5617577197,0,1,0,0.949093758,0.9842539661,0.7963310716,0.3653843169,0.7085649518,0.045402636,0.0502014179
DB00969,0.0558458414,0.0136986301,0.0434782609,0.0283358471,0.0132450331,0.7727272727,0.24,0.2875,0.2674418605,0,0.25,0.3333333333,0,0,0.25,0.2,0.4286983563,0.4289261328,0.1322205353,0.5157894737,0.2743825605,0.3064516129,0.1595460614,0.575045208,0.66634406,0.7015837733,0.5691056911,0.6794500724,0.624267494,0.6730007918,0.71,0,0.29,0.9501545228,0.9804367841,0.8800403322,0.4064335601,0.7094325425,0.0571760452,0.0711053406
DB05087,0.0644314534,0.0136986301,0.0173913043,0.0196017636,0.0066225166,0.9431818182,0,0.1,0.0930232558,0,0.25,0,0,0,0.125,0.3,0.5824078187,0.5822470515,0.1890227287,0.3157894737,0.1779233871,0.1397849462,0.1860258122,0.4484629295,0.733849504,0.7832731314,0.4552845528,0.5658465991,0.6614960358,0,1,0,0,0.9438074935,0.9728686242,0.7956638595,0.2303008856,0.8054868349,0.0724195017,0.087254562
DB04889,0.0286067106,0.0136986301,0.0086956522,0.0063219629,0.0066225166,0.9431818182,0.1066666667,0.1,0.0930232558,0,0.1875,0.1111111111,0.3333333333,0,0.125,0.1,0.4655708574,0.4655493482,0.0838213295,0.3894736842,0.2381552419,0.1666666667,0.089953271,0.8887884268,0.6750544399,0.6329535982,0.6585365854,0.8458755427,1,0.8309580364,0,0,1,0.9768203795,0.9916098054,0.8655408991,0.3222727045,0.7447929415,0.03620294,0.0439801621
CID183797,0.0862475005,0.0821917808,0.0782608696,0.0780969998,0.059602649,0.7045454545,0.2133333333,0.3625,0.3372093023,0,0.1875,0.1111111111,0,0.5,0,0.2,0.4353620613,0.4351334575,0.2045412836,0.4736842105,0.3271799395,0.3387096774,0.2221851357,0.8725135624,0.6428744254,0.5976660183,0.8346883469,0.7575976845,0.2113064461,0.855898654,0,0,0.69,0.9174295788,0.9642000008,0.8139512602,0.3267037713,0.6746098977,0.0896525668,0.098666906
CID9576417,0.0945474503,0.095890411,0.1391304348,0.1526730394,0.0662251656,0.3522727273,0.2666666667,0.6625,0.6976744186,0,0.125,0.1111111111,0,0.5,0.125,0,0.32296757,0.3227808814,0.1680486272,0.6315789474,0.6779863911,0.7258064516,0.1815198042,0.9412296564,0.5555286717,0.4434565157,0.8193315266,0.1599131693,0.1234057222,0.4517022961,0.01,0.03,0.28,0.9009864981,0.9636625429,0.7658132875,0.3323946186,0.6050767151,0.0769806901,0.0809940671
DB06590,0.1438725452,0.0684931507,0.1391304348,0.177256699,0.0728476821,0.4772727273,0.2533333333,0.4625,0.5697674419,0,0.3125,0.3333333333,0,0.5,0.25,0.2,0.3029764549,0.3029174426,0.1911995879,0.4237723495,0.3083341598,0.3033679323,0.1979826771,0.6934900542,0.530123397,0.510141706,0.613369467,0.2836468886,0.1995863495,0.351543943,0.9,0.03,0.07,0.8733764432,0.9442102911,0.8301753921,0.4168985257,0.4468128691,0.1140747507,0.1395744957
CID448545,0.0997658469,0.0136986301,0.0608695652,0.0681647389,0.0463576159,0.7386363636,0.2,0.2625,0.3023255814,0,0.3125,0.4444444444,0,0,0.25,0.2,0.5264326966,0.5263811297,0.2501181757,0.5263157895,0.4649697581,0.3655913978,0.264964397,0.5226039783,0.7094120494,0.7524312309,0.522131888,0.6526772793,0.5928990003,0.6444972288,0.8,0,0.2,0.9171384243,0.9591264061,0.8994619231,0.3463945847,0.5889951041,0.0869902805,0.1148224747
CID68791,0.0146272558,0.0273972603,0.0347826087,0.032424365,0,0.4659090909,0.5066666667,0.625,0.5813953488,0,0.125,0,0.3333333333,0,0.125,0,0.329631275,0.3296089385,0.0143117725,0.8947368421,0.7625378024,0.7956989247,0.0282599021,0.8887884268,0.5802080813,0.606835232,0.8952122855,0.7301013025,1,0.5855106888,1,0,0,0.9839083283,0.9960001554,0.881788274,0.2466162237,0.6859081995,0.0158338362,0.0195532382
CID9830010,0.1229404765,0.0547945205,0.1043478261,0.0817335737,0.0927152318,0.7159090909,0.12,0.35,0.3255813953,0,0.1875,0.3333333333,0,0,0,0.3,0.4842292315,0.4841713222,0.3146782562,0.4210526316,0.2937247984,0.2795698925,0.3261014686,0.7965641953,0.6866682797,0.6410113921,0.5528455285,0.3683068017,0.2864529473,0.4489311164,0,1,0,0.8796829687,0.9452622358,0.769676297,0.3679322097,0.7038184996,0.1215914293,0.1338372167
DB01206,0.0422037829,0.0136986301,0.0434782609,0.0324611512,0.0264900662,0.5795454545,0.2666666667,0.4125,0.3837209302,0.095890411,0.0625,0,0,0,0,0.1,0.4922256775,0.4922408442,0.0963312701,0.3789473684,0.257875504,0.3064516129,0.0992434357,0.7269439421,0.6815872248,0.7232564601,0.7335140018,0.5253256151,0.5132712858,0.3242280285,1,0,0,0.9594200903,0.9872141011,0.8353114565,0.2144254149,0.7071334997,0.0436976921,0.0474615505
DB01171,0.0500853613,0.0136986301,0.0347826087,0.0218457189,0.0264900662,0.7159090909,0.1466666667,0.275,0.2558139535,0.0821917808,0.125,0.1111111111,0,0,0,0.2,0.4273656153,0.4276846679,0.1271904214,0.3473684211,0.2145287298,0.2311827957,0.1283377837,0.7486437613,0.6576336801,0.6938038344,0.748870822,0.7387843705,0.6297828335,0.6543942993,0.85,0,0.15,0.9541495123,0.9853688336,0.8249926641,0.296730887,0.6626738498,0.0506746254,0.0587179083
DB00585,0.0641930267,0.0273972603,0.0608695652,0.0749176253,0.0662251656,0.5454545455,0.32,0.4125,0.5,0,0.0625,0.1111111111,0,0,0.125,0,0.4389160373,0.4388578523,0.1658547301,0.3894736842,0.2657510081,0.252688172,0.1697819315,0.8074141049,0.6244858456,0.6521255904,0.7958446251,0.7764109986,1,0.6852731591,0.63,0,0.37,0.9449653177,0.9814320888,0.8763448109,0.3563631993,0.660941228,0.0672746056,0.073589964
DB00274,0.0957013458,0.0273972603,0.1043478261,0.1257193006,0.0662251656,0.4659090909,0.3066666667,0.5,0.5813953488,0,0.1875,0.1111111111,0,0.5,0.125,0.1,0.4318080853,0.4314090627,0.1944588109,0.6105263158,0.4740423387,0.5268817204,0.2241321762,0.9412296564,0.6135978708,0.5420950264,0.7280939476,0.2387843705,0.2295760083,0.4224069675,0,1,0,0.9137841988,0.9655690731,0.8741895643,0.3224938563,0.6213555795,0.0819222596,0.0950695605
DB01332,0.0758781864,0.0547945205,0.0869565217,0.1054974276,0.0331125828,0.4886363636,0.2666666667,0.5,0.5581395349,0,0.1875,0.1111111111,0,0.5,0.125,0.1,0.4189249223,0.4189944134,0.1421890033,0.6631578947,0.5237525202,0.6021505376,0.1703382287,0.9493670886,0.6230341157,0.5532092248,0.7425474255,0.2489146165,0.2412961048,0.4631828979,0,1,0,0.9288843257,0.9751492953,0.8534001977,0.3730610191,0.6506988972,0.0650991025,0.0769099494
DB01362,0.1743371849,0.1095890411,0.1043478261,0.1050454834,0.0794701987,0.5340909091,0.12,0.4375,0.4069767442,0.1232876712,0.0625,0.1111111111,0,0,0,0.1,0.2585517548,0.2588454376,0.2847506076,0.5263157895,0.4870841734,0.7634408602,0.2982309746,0.6048824593,0.5441567868,0.565434843,0.6115627823,0.5643994211,0.5294725957,0.288202692,1,0,0,0.8881655697,0.9553345715,0.7312509693,0.2364820384,0.6066876746,0.1045818281,0.1204792765
DB01393,0.0710219285,0.0273972603,0.0434782609,0.0397448092,0.0463576159,0.7613636364,0.0533333333,0.25,0.2325581395,0.0547945205,0.125,0.2222222222,0,0,0,0.2,0.5157707685,0.5158286778,0.1798217076,0.3789473684,0.2522681452,0.2580645161,0.183411215,0.7793851718,0.7050568594,0.6504584607,0.5465221319,0.3610709117,0.2516373664,0.314330958,0,1,0,0.9336969687,0.9768382568,0.7984676549,0.2997861387,0.6641987243,0.0704348828,0.079068251
DB04794,0.0594537328,0,0.0173913043,0.0093647032,0.0264900662,0.9431818182,0.1066666667,0.1,0.0930232558,0,0.25,0.4444444444,0,0,0.125,0.3,0.5624167037,0.5623836127,0.1735208573,0.4210526316,0.2130796371,0.1612903226,0.1938696039,0.390596745,0.7473989838,0.7971658794,0.3974706414,0.5947901592,1,0.6551860649,0.88,0,0.12,0.9517104281,0.9804302453,0.9016202126,0.3481175117,0.6760956116,0.0620679767,0.0795200743
DB01618,0.051801584,0.0136986301,0.0347826087,0.0238216607,0.0198675497,0.8068181818,0.1333333333,0.25,0.2325581395,0,0.1875,0.1111111111,0,0,0.125,0.2,0.4651266104,0.4649286158,0.143709994,0.3578947368,0.2312247984,0.1935483871,0.1443591455,0.6772151899,0.6740866199,0.7129758266,0.6784101174,0.7076700434,0.719407101,0.6559778306,0.87,0,0.13,0.952391628,0.9815172013,0.8245295019,0.3843832526,0.7507545667,0.0591170953,0.0668057267
DB01411,0.0979416574,0.0273972603,0.0782608696,0.0625837542,0.059602649,0.75,0.1866666667,0.3125,0.2906976744,0,0.3125,0.4444444444,0,0,0.125,0.4,0.5419813416,0.5418994413,0.2523621237,0.4842105263,0.3973664315,0.3172043011,0.2640186916,0.5678119349,0.7152189693,0.7149208113,0.4498644986,0.4551374819,0.325060324,0.4568487728,0.01,0.99,0,0.9090833999,0.9649925616,0.91064887,0.2771964409,0.0398018423,0.0921960748,0.1113906707
DB01580,0.0493228456,0.0273972603,0.0347826087,0.0266541944,0.059602649,0.7954545455,0.0666666667,0.2625,0.2441860465,0,0.0625,0.1111111111,0,0,0,0.1,0.4762327854,0.4761018001,0.1426839509,0.3052631579,0.171811996,0.1397849462,0.1410769915,0.9638336347,0.6762642149,0.6585162545,0.7913279133,0.8596237337,0.6170286108,0.7695961995,0.01,0,0.99,0.9528731636,0.9832437639,0.8135271031,0.3674664465,0.7386660569,0.0594089569,0.0622710685
DB00392,0.0599215891,0,0.0173913043,0.0167009128,0.0331125828,0.875,0.12,0.1125,0.1627906977,0,0.1875,0.2222222222,0,0,0,0.3,0.5961794758,0.5965238982,0.1705761969,0.4,0.2117565524,0.1720430108,0.1858032933,0.6636528029,0.7464311638,0.7327035288,0.5149051491,0.7337192475,1,0.7870150435,0,0,1,0.9534396534,0.9787966191,0.8747933526,0.472182782,0.7242614409,0.0648606575,0.0821100843
DB00827,0.0486188119,0.0136986301,0.0608695652,0.0464714198,0.0132450331,0.6136363636,0.1466666667,0.4625,0.4302325581,0,0.1875,0.1111111111,0,0,0.125,0.2,0.4109284762,0.4109248914,0.0946934939,0.5157894737,0.3556577621,0.4623655914,0.1092011571,0.9466546112,0.6419066054,0.5737704918,0.7226738934,0.2952243126,1,0.5673000792,0,1,0,0.9482235696,0.9837451418,0.8118222962,0.343748703,0.6401696447,0.0433337742,0.0527955218
DB06811,0.0414592616,0.0136986301,0.0173913043,0.0154817147,0.0860927152,0.8977272727,0,0.1625,0.1511627907,0,0,0,0,0,0,0,0.5695246557,0.5692116698,0.1421194881,0.2421052632,0.1413180444,0.0483870968,0.1265020027,0.5126582278,0.7415920639,0.7921644901,0.5194218609,0.5658465991,0.635298173,0,1,0,0,0.9619988785,0.98721689,0.7791775132,0.2186126824,0.9354239177,0.0628153821,0.0583512831
DB00896,0.0729810766,0.0136986301,0.0260869565,0.0285723295,0.0132450331,0.9090909091,0,0.1375,0.1279069767,0,0.25,0,0,0,0.125,0.3,0.5344291426,0.5344506518,0.2048110023,0.3578947368,0.22265625,0.188172043,0.2060525145,0.4602169982,0.7127994193,0.7590997499,0.4670280036,0.5658465991,0.635298173,0,1,0,0,0.9348114935,0.9685604104,0.8040072465,0.2506411689,0.6924437536,0.0757942986,0.0936206198
DB01587,0.0725941954,0,0.0434782609,0.0261969951,0.0066225166,0.7727272727,0.1066666667,0.2375,0.2209302326,0.0547945205,0.25,0.2222222222,0,0,0,0.3,0.5042203465,0.5046554935,0.173354021,0.4842105263,0.3478452621,0.3440860215,0.1893079662,0.5198915009,0.6823130898,0.724090025,0.5266485998,0.5658465991,1,0.3626286619,1,0,0,0.9341861761,0.9729043584,0.8486136014,0.3061733751,0.6574875021,0.0639355328,0.0821843951
CID3741,0.1711814045,0.1095890411,0.1043478261,0.1050454834,0.0794701987,0.5227272727,0.12,0.45,0.4186046512,0.1232876712,0.0625,0.1111111111,0,0,0,0.1,0.2634384718,0.2631905649,0.2744178804,0.5473684211,0.5164440524,0.8010752688,0.288106364,0.6338155515,0.5473022018,0.5690469575,0.640469738,0.5629522431,0.5291278869,0.2862232779,1,0,0,0.890735335,0.9569684317,0.7373494703,0.2652322266,0.6127196865,0.0996405873,0.1164661118
DB01342,0.0833256482,0.0136986301,0.0695652174,0.0515321432,0.0662251656,0.7386363636,0.3466666667,0.325,0.3023255814,0,0.25,0.4444444444,0,0,0.25,0.2,0.5393158596,0.5394165115,0.2130499341,0.4736842105,0.2586315524,0.2580645161,0.2436582109,0.6735985533,0.7159448343,0.7082522923,0.5438121048,0.3863965268,0.2768011031,0.5336500396,0,1,0,0.9269665459,0.9684942346,0.9407973947,0.3130222242,0.6511064575,0.0907576185,0.1026660643
DB01192,0.0574181083,0.0273972603,0.0434782609,0.0367861516,0,0.7727272727,0.0666666667,0.2875,0.2674418605,0,0.3125,0.1111111111,0,0,0.125,0.4,0.4291426033,0.4295468653,0.1337415261,0.5157894737,0.4318296371,0.3870967742,0.1443035158,0.7811934901,0.6452939753,0.6704640178,0.766034327,0.6599131693,0.4543260945,0.6959619952,0.39,0.01,0.56,0.9443004752,0.9772337019,0.8078064262,0.3427174732,0.7104277677,0.05169026,0.0682136346
DB00989,0.0459466329,0,0.0347826087,0.0172264293,0.0331125828,0.7840909091,0.1466666667,0.275,0.2558139535,0,0.0625,0.1111111111,0,0,0,0.1,0.4713460684,0.4711359404,0.1335051747,0.3157894737,0.1740171371,0.1397849462,0.1329550512,0.8824593128,0.6762642149,0.6835232009,0.7795844625,0.8212735166,1,0.7371338084,0.06,0,0.94,0.9570721365,0.9842849614,0.8314358551,0.3341833227,0.7357398474,0.056071553,0.0590309379
DB00731,0.061034997,0.0273972603,0.0347826087,0.0348942924,0.0397350993,0.8409090909,0.0533333333,0.2125,0.1976744186,0,0.125,0.1111111111,0,0,0,0.2,0.5410928476,0.5412787089,0.1746386604,0.3368421053,0.2220892137,0.1720430108,0.1692812639,0.8869801085,0.7232034842,0.6710197277,0.6115627823,0.3176555716,0.2626680455,0.3606492478,0,1,0,0.9434946805,0.9771049048,0.7902479806,0.2667574613,0.7188621415,0.069379754,0.076000665
DB01083,0.101142424,0.0136986301,0.052173913,0.0429346941,0.1523178808,0.8409090909,0.04,0.2125,0.1976744186,0,0.0625,0,0,0.5,0,0,0.7010217681,0.7008069522,0.3130738473,0.2631578947,0.1658896169,0.1075268817,0.2839341344,0.1934900542,0.8376481974,0.9024729091,0.2005420054,0.5658465991,0.6411582213,0.3618368963,1,0,0,0.9059825597,0.9553999595,0.7388085054,0.2330243644,0.7965530995,0.1274731356,0.1238518626
DB00591,0.0914164123,0.0273972603,0.052173913,0.048904561,0.0132450331,0.75,0,0.2375,0.2209302326,0.0821917808,0.3125,0,0,0,0.25,0.3,0.4749000444,0.4748603352,0.215674825,0.3789473684,0.2733114919,0.3172043011,0.2131731197,0.5542495479,0.6786837648,0.7199222006,0.5609756098,0.5658465991,0.5787659428,0,1,0,0,0.9039582435,0.955961364,0.7327136096,0.2234737817,0.6668629247,0.0806784539,0.0962815851
DB04876,0.0578814659,0.0273972603,0.0434782609,0.0401284362,0.0264900662,0.7727272727,0.1866666667,0.2875,0.2674418605,0,0.3125,0,0,0,0.125,0.4,0.3940470902,0.3941651148,0.1532669325,0.4,0.3245967742,0.2634408602,0.1518135291,0.9068716094,0.6399709654,0.6435120867,0.8093947606,0.8306801737,0.6570148225,0.7280285036,0.07,0,0.93,0.9466390803,0.9780356849,0.8198884873,0.2871779584,0.8070512965,0.0610795135,0.0717444176
DB00884,0.0533176182,0.0684931507,0.0695652174,0.0881816605,0.0264900662,0.3636363636,0.08,0.5875,0.6860465116,0,0.0625,0.1111111111,0,0,0,0.1,0.2994224789,0.2998137803,0.1074842757,0.4526315789,0.6976436492,0.5860215054,0.0936248331,0.9611211573,0.5368981369,0.4078910809,0.9674796748,0.2134587554,0.1868321269,0.5965954078,0,1,0,0.9470764863,0.9834456023,0.7072870172,0.2027428059,0.6578516359,0.0414394322,0.0448040343
DB01560,0.0231948734,0.0273972603,0.0173913043,0.0226445039,0.0132450331,0.8295454545,0.12,0.225,0.2093023256,0,0.0625,0.1111111111,0,0,0,0.1,0.4380275433,0.4382371198,0.0679107092,0.3368421053,0.201108871,0.1451612903,0.0695927904,0.8318264014,0.6452939753,0.6629619339,0.7777777778,0.7981186686,1,0.7114014252,0.21,0,0.79,0.978755307,0.99350922,0.8388736733,0.2536129585,0.6709044861,0.0288290433,0.0337023082
CID71249,0.0727493977,0.0273972603,0.0347826087,0.0307742434,0.0728476821,0.8636363636,0.0533333333,0.1875,0.1744186047,0,0.125,0.2222222222,0,0,0,0.2,0.5553087517,0.5555555556,0.2119627177,0.3473684211,0.2055821573,0.1559139785,0.2132843792,0.7631103074,0.7246552141,0.7135315365,0.5925925926,0.7756874096,0.6146156498,0.770783848,0.01,0,0.99,0.9342050615,0.9725305139,0.8151322701,0.3025268513,0.7051803328,0.0833342658,0.0906533291
CID6436285,0.0864454396,0.0684931507,0.0782608696,0.0859534708,0.0728476821,0.6477272727,0,0.3875,0.3953488372,0,0.0625,0,0,0,0,0.1,0.3616170591,0.3618870267,0.2162365071,0.4210526316,0.4057459677,0.3387096774,0.2086671117,0.9448462929,0.5910960561,0.5006946374,0.7967479675,0.1823444284,0.2016546019,0,0,1,0,0.9131690383,0.9660968024,0.6915919124,0.3328633594,0.6697128607,0.0856520511,0.0862144641
CID5773,0.0833211496,0.0273972603,0.0608695652,0.0757426861,0.0397350993,0.6704545455,0.1466666667,0.3125,0.3720930233,0,0.25,0.2222222222,0,0.5,0.125,0.2,0.320302088,0.3202979516,0.1911995879,0.4237723495,0.3083341598,0.3033679323,0.1979826771,0.8752260398,0.5579482216,0.5979438733,0.667570009,0.2698986975,0.2223371251,0.3325415677,0,1,0,0.9271703183,0.9712106469,0.8546508207,0.313993632,0.4586490106,0.0735674013,0.0911440659
CID65034,0.0610259998,0,0.0434782609,0.0293448386,0.0397350993,0.7840909091,0.0533333333,0.275,0.2558139535,0,0.1875,0.1111111111,0,0,0.125,0.2,0.5206574856,0.5207945376,0.1613418086,0.3578947368,0.2419354839,0.2258064516,0.1607699154,0.835443038,0.6968303895,0.6951931092,0.6955736224,0.8031837916,1,0.7537608868,0.02,0,0.98,0.9412697629,0.9765174721,0.7953739897,0.3101421976,0.6897258886,0.0639084441,0.0725388047
CID4041,0.0505397217,0,0.0173913043,0.0081980566,0.0066225166,0.8522727273,0.1466666667,0.1375,0.1279069767,0.0684931507,0.1875,0.2222222222,0,0,0,0.2,0.5482007996,0.548106766,0.1302713314,0.4210526316,0.2076612903,0.2150537634,0.1482532265,0.4882459313,0.7149770143,0.7613225896,0.495031617,0.6092619392,1,0.6405384006,0.97,0,0.03,0.9588554267,0.9848792268,0.8792532576,0.3735278651,0.6794711016,0.0497175542,0.064876651
CID119560,0.0709319562,0.0273972603,0.0608695652,0.0612436872,0.0397350993,0.6704545455,0.16,0.35,0.3720930233,0,0.1875,0.3333333333,0,0,0.125,0.2,0.4167036873,0.4165114836,0.1791404595,0.4947368421,0.482421875,0.3602150538,0.1824098798,0.7169981917,0.6467457053,0.682967491,0.7226738934,0.5274963821,0.4312306101,0.5514647664,0.97,0.03,0,0.9343202036,0.975867488,0.8301289945,0.3537877866,0.6594902382,0.0645825305,0.0803751763
CID60794,0.1731135609,0.1095890411,0.1130434783,0.0974149846,0.0397350993,0.7386363636,0.1866666667,0.275,0.2558139535,0.0410958904,0.625,0.8888888889,0,0,0.75,0.4,0.4935584185,0.4934823091,0.4103338394,0.6736842105,0.544858871,0.4408602151,0.4749666222,0.1238698011,0.7183643842,0.765490414,0.1309846432,0.5658465991,0.4850051706,0.4144893112,0.39,0,0.61,0.844410628,0.9240347568,0.8991749312,0.4180701521,0.6736430831,0.1458615019,0.1935313891
CID1783,0.0911644897,0.0273972603,0.052173913,0.0569291972,0.0529801325,0.6818181818,0.1866666667,0.2625,0.2790697674,0.095890411,0.1875,0.3333333333,0,0,0.125,0.2,0.5406486006,0.5406579764,0.2073079853,0.4631578947,0.2658140121,0.3387096774,0.231753449,0.4086799277,0.7190902492,0.7663239789,0.4164408311,0.5745296671,0.5866942434,0.6100554236,0.99,0,0.01,0.9226061149,0.9686429705,0.857436408,0.3469647431,0.6508460694,0.0830521111,0.0986094751
DB00620,0.0783569248,0.0547945205,0.052173913,0.0604659229,0.0132450331,0.75,0,0.2625,0.2441860465,0.0547945205,0.25,0,0,0,0.125,0.3,0.4269213683,0.4270639354,0.1876574517,0.4210526316,0.3543976815,0.3440860215,0.1859145527,0.6039783002,0.6431163804,0.6790775215,0.6106594399,0.5643994211,0.5370561875,0,1,0,0,0.9189262506,0.964779935,0.7432643332,0.2415217014,0.6847421693,0.070194168,0.0846033842
DB01235,0.0339915561,0.0684931507,0.0434782609,0.0545380973,0.0198675497,0.625,0.0933333333,0.45,0.4186046512,0,0.0625,0.1111111111,0,0,0,0.1,0.3913816082,0.3910614525,0.0799312635,0.4526315789,0.4465095766,0.3709677419,0.080329328,0.7712477396,0.6165013308,0.5787718811,0.775971093,0.4630969609,0.2154429507,0.7462391132,0,0.03,0,0.9629258406,0.9895877122,0.7830383936,0.3501987389,0.7362137844,0.0346908416,0.0384199321
DB00421,0.0833368947,0,0.0347826087,0.0450577805,0.0132450331,0.8409090909,0,0.175,0.1976744186,0,0.3125,0,0,0,0.25,0.3,0.5042203465,0.5046554935,0.2175684168,0.3894736842,0.2618447581,0.247311828,0.2201824655,0.5117540687,0.6881200097,0.730758544,0.5185185185,0.5658465991,1,0,1,0,0,0.9267907644,0.9655953866,0.7895977731,0.2866268383,0.6995234607,0.0807589372,0.1015083404
DB01042,0.0582863415,0.0410958904,0.0347826087,0.034978375,0.0529801325,0.6704545455,0.1466666667,0.2625,0.2441860465,0.1506849315,0.0625,0.1111111111,0,0,0,0.1,0.4593513994,0.4593420236,0.1434541784,0.4,0.2892515121,0.2903225806,0.1454161104,0.6952983725,0.6564239052,0.6248958044,0.701897019,0.5513748191,0.2113064461,0.7735550277,0,0.01,0,0.9477562888,0.9832139779,0.8111973939,0.3886557867,0.7465756446,0.0579277397,0.0639019866
DB00291,0.0580636599,0.0136986301,0.0260869565,0.0213044369,0.059602649,0.7386363636,0.0666666667,0.2,0.1860465116,0.1506849315,0.0625,0.1111111111,0,0,0,0.1,0.5037760995,0.5034140286,0.1471718469,0.3684210526,0.248109879,0.252688172,0.1479194482,0.8273056058,0.6961045246,0.669074743,0.6513098464,0.4023154848,0.3043778008,0.5787806809,0,1,0,0.9488269586,0.9835489796,0.8081898852,0.3572801087,0.7234592032,0.0602941033,0.0646111689
