Ids,Molecular Weight,No. of Hydrogen Bond Donors,No. of Hydrogen Bond Acceptors,TPSA,No. of Rotatable Bonds,C Ratio,N Ratio,NO Ratio,Hetero Ratio,Halogen Ratio,Number of Rings,Number of Aromatic Rings,Number of Rings (size 3),Number of Rings (size 4),Number of Rings (size 5),Number of Rings (size 6),Log(BCF),Log(Koc),Parachor,Index of Refraction,Surface Tension,Density,Polarizability,LogS (pH = 7.40),LogP,LogD (pH = 7.40),LogSw|LogSw,LogSw|pH,pKa(Acid)|pKa,pKa(Base)|pKa,Neutral form (pH = 7.40),Negative form (pH = 7.40),Positive form (pH = 7.40),Total energy (VAMP Electrostatics),Electronic energy (VAMP Electrostatics),Heat of formation (VAMP Electrostatics),HOMO eigenvalue (VAMP Electrostatics),LUMO eigenvalue (VAMP Electrostatics),Molecular surface area (VAMP Electrostatics),Mean polarizability (VAMP Electrostatics)
DB08903,0.1145865433,0.0136986301,0.0347826087,0.023958295,0.0529801325,0.875,0.0666666667,0.1375,0.1279069767,0.0410958904,0.3125,0.5555555556,0,0,0,0.5,0.655264327,0.6554934823,0.282756914,0.4736842105,0.2726814516,0.2903225806,0.3161437472,0.383363472,0.7868376482,0.8013337038,0.3785004517,0.6041968162,0.5880730782,0.7644497229,0.03,0,0.97,0.911345791,0.9551174626,0.8728038731,0.3810764418,0.6354075795,0.1013299974,0.1324636598
DB00869,0.0626140118,0.0410958904,0.052173913,0.0795264046,0.0198675497,0.5,0.1466666667,0.4,0.5465116279,0,0.125,0.1111111111,0,0,0.125,0.1,0.3682807641,0.3680943513,0.1375453934,0.4315789474,0.3787172379,0.4086021505,0.1381842457,0.7034358047,0.6155335108,0.6435120867,0.701897019,0.6570188133,0.4650120648,0.6698337292,0.72,0.01,0.27,0.9467288224,0.9816698771,0.8097316433,0.2607689479,0.5572180277,0.0547127044,0.0632406083
CID5282375,0.0693709358,0,0.0260869565,0.0186715995,0.0529801325,0.8977272727,0,0.15,0.1395348837,0,0.0625,0.1111111111,0,0,0,0.1,0.6277210129,0.6275605214,0.2063153095,0.3368421053,0.1614163306,0.123655914,0.2170672007,0.2884267631,0.7694168885,0.8241178105,0.2953929539,0.5658465991,1,0,1,0,0,0.9378469926,0.9761619783,0.8190340841,0.3923584331,0.6418608877,0.0817523941,0.0899895659
DB01194,0.0759006795,0.0410958904,0.0695652174,0.0860795947,0.0463576159,0.4886363636,0.1733333333,0.4375,0.5581395349,0,0.125,0.1111111111,0,0,0.125,0.1,0.3767214571,0.3767846058,0.1733762659,0.4315789474,0.3804183468,0.3870967742,0.1710614152,0.6835443038,0.6206145657,0.6501806057,0.6829268293,0.6562952243,0.4698379869,0.6642913698,0.78,0,0.21,0.9327143628,0.9752422481,0.7985926778,0.2552322121,0.5479301406,0.0691508863,0.0759043475
DB00947,0.12611875,0.0273972603,0.0260869565,0.0403281325,0.0993377483,0.7840909091,0,0.0875,0.1162790698,0.1643835616,0.25,0.1111111111,0,0,0.125,0.3,0.666370502,0.6660459342,0.3256560837,0.3157894737,0.2055821573,0.2258064516,0.3114152203,0.1057866184,0.8037744979,0.8635732148,0.1129177958,0.5658465991,0.4922440538,0,1,0,0,0.8718633411,0.9469432019,0.6857313873,0.3447673909,0.7249055005,0.1259385096,0.1346981104
DB04786,0.2814380282,0.1643835616,0.252173913,0.2806415505,0.1059602649,0.5681818182,0.0933333333,0.425,0.476744186,0,0.5,0.8888888889,0,0,0,0.8,0.4731230564,0.4729981378,0.6124949254,0.5894736842,0.6067288306,0.5430107527,0.6385736538,0.726039783,0.530607307,0.3136982495,0.721770551,0.1606367583,0.143398828,0.3923198733,0,1,0,0.731720188,0.8399353019,0.6508507131,0.3250610581,0.4763774996,0.2139519611,0.2536965984
DB01611,0.0651849719,0.0273972603,0.0347826087,0.0254297411,0.059602649,0.7840909091,0.1733333333,0.2125,0.1976744186,0.0547945205,0.125,0.2222222222,0,0,0,0.2,0.5264326966,0.5263811297,0.1789764038,0.4105263158,0.2549773185,0.2150537634,0.1899198932,0.7043399638,0.7055407694,0.7079744373,0.5799457995,0.7496382055,0.6470182696,0.7470308789,0.03,0,0.97,0.9434455063,0.9781246135,0.8422727269,0.3891585439,0.6547807284,0.0703212559,0.0815665796
CID72271,0.0981733362,0.0410958904,0.0695652174,0.0471283154,0.0132450331,0.7840909091,0.1466666667,0.275,0.2558139535,0,0.5,0.5555555556,0,0,0.375,0.4,0.5077743225,0.5077591558,0.2036570513,0.6421052632,0.3636592742,0.4569892473,0.2576769025,0.7197106691,0.6890878297,0.6890803001,0.5943992773,0.7568740955,0.5604963806,0.7494061758,0.03,0,0.97,0.909393767,0.9541919486,0.8608069661,0.4452252681,0.6775544505,0.0843062409,0.1186006708
CID132977,0.2418119533,0.1369863014,0.2347826087,0.2250524203,0.0927152318,0.5681818182,0.1733333333,0.45,0.476744186,0,0.5,0.8888888889,0,0,0.5,0.4,0.326521546,0.3265052762,0.5115172648,0.5789473684,0.4573462702,0.5107526882,0.5663662661,0.8209764919,0.5216549722,0.3589886079,0.7461607949,0.1562952243,0.1334022751,0.4299287411,0,0.67,0.11,0.7688185085,0.8788918741,0.7743205066,0.3641552145,0.5457297245,0.1949653377,0.2281986569
CID122262,0.1100901748,0,0.052173913,0.0203585073,0.0397350993,0.7840909091,0.2133333333,0.2,0.1860465116,0.0684931507,0.375,0.4444444444,0,0,0,0.6,0.5726343847,0.5729360646,0.2851009638,0.4631578947,0.3024193548,0.2741935484,0.3105807744,0.4674502712,0.7403822889,0.75854404,0.396567299,0.6425470333,1,0.749010293,0.07,0,0.93,0.9078863723,0.9590950136,0.9082457644,0.3357885908,0.6312464033,0.1040763121,0.1314147293
DB00169,0.0761548514,0.0136986301,0.0086956522,0.0106311978,0.0397350993,0.9886363636,0,0.05,0.0465116279,0,0.1875,0,0,0,0.125,0.2,0.7272323412,0.7268777157,0.240541773,0.3157894737,0.1748991935,0.1021505376,0.2391522029,0.3598553345,0.8301475925,0.8938594054,0.3667570009,0.5658465991,0.6463288521,0,1,0,0,0.9367392455,0.9692633826,0.8134999433,0.380712006,0.7207537946,0.093696951,0.1061984514
DB00358,0.0747310389,0.0273972603,0.0260869565,0.0237270678,0.0264900662,0.6363636364,0.1066666667,0.15,0.1395348837,0.3150684932,0.1875,0.2222222222,0,0,0,0.3,0.4957796535,0.495965239,0.1550075911,0.3157894737,0.1709929435,0.3225806452,0.1547619048,0.6971066908,0.6980401645,0.6943595443,0.5618789521,0.7481910275,0.5798000689,0.7616785432,0.02,0,0.98,0.9094794835,0.9697433676,0.7374135081,0.2890401091,0.5856418819,0.0609436909,0.0677136101
DB05294,0.0965583325,0.0136986301,0.052173913,0.031273484,0.0397350993,0.7272727273,0.1733333333,0.25,0.2325581395,0.095890411,0.25,0.3333333333,0,0,0,0.4,0.5846290538,0.5847299814,0.2219311856,0.4315789474,0.2761466734,0.3387096774,0.2364263462,0.5714285714,0.735785144,0.7438177271,0.4733514002,0.6968162084,1,0.749010293,0.03,0,0.97,0.9191920967,0.9680870012,0.84487081,0.3546945001,0.6138085047,0.0821199558,0.1010568071
DB04841,0.0806197296,0,0.0173913043,0.0034053466,0.0397350993,0.8863636364,0.0933333333,0.0875,0.0813953488,0.095890411,0.25,0.3333333333,0,0,0,0.4,0.5588627277,0.5586592179,0.2171290812,0.4105263158,0.2250504032,0.2096774194,0.2347574544,0.527124774,0.7377207839,0.7835509864,0.522131888,0.6606367583,1,0.6726049089,0.71,0,0.29,0.9254980973,0.9699343425,0.8558249126,0.3427700768,0.702632761,0.0822896854,0.0969507139
DB00648,0.0616243159,0,0,0,0.0198675497,0.7840909091,0,0,0,0.301369863,0.125,0.2222222222,0,0,0,0.2,0.5810750777,0.5810055866,0.1357908318,0.4,0.2227822581,0.3172043011,0.1473631509,0.3408679928,0.7621582386,0.8157821617,0.3477868112,0.5658465991,1,0,1,0,0,0.952536017,0.9854962655,0.8511514428,0.2909945642,0.6859854116,0.0504669858,0.0661179755
DB01118,0.1347875865,0,0.0347826087,0.0224290421,0.0728476821,0.8181818182,0.04,0.1625,0.1511627907,0.0821917808,0.1875,0.3333333333,0,0,0.125,0.2,0.6992447801,0.6989447548,0.2666460902,0.4315789474,0.2423765121,0.4301075269,0.2901090343,0.3878842676,0.798935398,0.8038343984,0.3884372177,0.6005788712,1,0.7668250198,0.01,0,0.99,0.9190564612,0.9649916771,0.8522610724,0.337560422,0.6527872918,0.0969840277,0.1192809548
DB00608,0.0615860777,0.0136986301,0.0260869565,0.0147985433,0.0529801325,0.8295454545,0.1866666667,0.175,0.1627906977,0.0684931507,0.125,0.2222222222,0,0,0,0.2,0.5575299867,0.5574177529,0.1743244521,0.3894736842,0.2183719758,0.1774193548,0.1865821095,0.7811934901,0.731187999,0.7015837733,0.5826558266,0.7879884226,1,0.8103721298,0,0,1,0.9487197735,0.9789961883,0.859680355,0.3840852255,0.6521091907,0.0690294422,0.0805180908
CID3805581,0.0552767662,0.0136986301,0.0260869565,0.0147985433,0.0463576159,0.8068181818,0.2,0.1875,0.1744186047,0.0684931507,0.125,0.2222222222,0,0,0,0.2,0.5326521546,0.5325884544,0.1529276987,0.4105263158,0.2339969758,0.1989247312,0.1662216288,0.794755877,0.7120735543,0.6824117811,0.5907859079,0.7930535456,1,0.8040380048,0,0,1,0.9538394073,0.9833199024,0.8610935095,0.3970524279,0.6604668643,0.0606559447,0.072239806
DB00165,0.0276912419,0.0410958904,0.0347826087,0.0386675005,0.0132450331,0.6590909091,0.1066666667,0.4125,0.3837209302,0,0.0625,0.1111111111,0,0,0,0.1,0.3620613061,0.3618870267,0.0686058604,0.4210526316,0.3803553427,0.3064516129,0.0685914553,0.9701627486,0.6058553109,0.634342873,0.9765130985,0.5701881331,0.4701826956,0.5942201108,0.86,0.01,0,0.9703071966,0.9915694151,0.7992732474,0.3077779213,0.7133459574,0.0298641419,0.0336935515
DB08880,0.0504160097,0.0273972603,0.0347826087,0.0384257629,0.0264900662,0.6136363636,0.1466666667,0.2625,0.2441860465,0.2191780822,0.0625,0.1111111111,0,0,0,0.1,0.4837849845,0.4835505897,0.1050373435,0.3473684211,0.2270035282,0.3440860215,0.1053070761,0.8037974684,0.6706992499,0.6429563768,0.5989159892,0.3690303907,0.3174767322,0.3182897862,0,1,0,0.9402808255,0.9837228491,0.7830171215,0.2897107829,0.6467476014,0.0441770731,0.0469623336
DB01097,0.0504160097,0.0136986301,0.0347826087,0.028971722,0.0198675497,0.6136363636,0.1466666667,0.2625,0.2441860465,0.2191780822,0.125,0.2222222222,0,0,0.125,0.1,0.4646823634,0.4649286158,0.1043950238,0.3368421053,0.1968245968,0.3279569892,0.1062527815,0.6555153707,0.6740866199,0.7146429564,0.6621499548,0.5593342981,0.5329196829,0.3226444972,1,0,0,0.94032237,0.9835709948,0.8055338024,0.2969110748,0.650384418,0.042757064,0.0475820633
DB01541,0.0540598901,0.0136986301,0.0173913043,0.0196017636,0,0.9204545455,0,0.125,0.1162790698,0,0.25,0,0,0,0.125,0.3,0.5171035096,0.5170701428,0.1492656423,0.3789473684,0.2300277218,0.1935483871,0.1547619048,0.4891500904,0.7009436245,0.7454848569,0.4959349593,0.5658465991,0.6570148225,0,1,0,0,0.9524171032,0.9794829738,0.814931035,0.2491617705,0.6886612152,0.0576942479,0.0725158319
CID23718384,0.0830084956,0.0136986301,0.0347826087,0.0524780728,0.0198675497,0.5227272727,0.0666666667,0.25,0.3488372093,0.2054794521,0.125,0.2222222222,0,0,0.125,0.1,0.5317636606,0.5319677219,0.1463654716,0.4631578947,0.3274949597,0.5537634409,0.157376502,0.6473779385,0.7178804742,0.7093637121,0.5456187895,0.3639652677,0.257152706,0.2343626287,0,1,0,0.9409387684,0.9830794259,0.861487122,0.2578123167,0,0.053593405,0.070431917
DB00707,0.2549119283,0.1369863014,0.1652173913,0.1597412357,0.119205298,0.7840909091,0.12,0.275,0.2558139535,0,0.625,0.2222222222,0,0,1,0,0.7889826744,0.7889509621,0.6707597168,0.4421052632,0.351499496,0.2956989247,0.682576769,0.6922401404,0.8524074522,0.6740302838,0.6271744457,0.5788788402,1,0,0.3954066706,0.2130076068,0.3450497367,0.763858712,0.8339052878,0.8352017932,0.4650630648,0.5767664181,0.2454383028,0.2907904831
DB00845,0.0961197172,0.0136986301,0.0347826087,0.0210154029,0.0264900662,0.8295454545,0.16,0.15,0.1395348837,0.0821917808,0.3125,0.3333333333,0,0,0,0.5,0.6441581519,0.644320298,0.2348192885,0.4736842105,0.2379032258,0.2741935484,0.2720293725,0.3544303797,0.800871038,0.814115032,0.3477868112,0.6121562952,1,0.7585114806,0.01,0,0.99,0.921192418,0.9658794716,0.919645994,0.4316910652,0.5836594512,0.0883677814,0.116513657
DB00146,0.0797537457,0.0273972603,0.0173913043,0.0212623956,0.0397350993,0.9545454545,0,0.0875,0.0813953488,0,0.1875,0,0,0,0.125,0.2,0.653043092,0.6530105525,0.2448044401,0.3368421053,0.197328629,0.1290322581,0.2426012461,0.3996383363,0.7902250181,0.848013337,0.406504065,0.5658465991,0.6463288521,0,1,0,0,0.9314673363,0.9672783051,0.7973702728,0.3801904811,0.7202635619,0.0954755262,0.1073969315
DB01511,0.0582773443,0.0136986301,0.0260869565,0.0217879121,0.0066225166,0.75,0.1333333333,0.1875,0.1744186047,0.1369863014,0.1875,0.2222222222,0,0,0,0.2,0.5108840515,0.5108628181,0.1272321304,0.4736842105,0.2634828629,0.3494623656,0.1485313752,0.5027124774,0.7002177595,0.744651292,0.5094850949,0.5658465991,0.5374008962,0.4837688044,1,0,0,0.9506668216,0.9835762809,0.8598935004,0.3035150418,0.6446422287,0.0495958902,0.0652768062
DB00293,0.0927659976,0.0547945205,0.0869565217,0.092827226,0.059602649,0.6477272727,0.1733333333,0.3875,0.3953488372,0,0.1875,0.2222222222,0,0,0.125,0.2,0.3558418481,0.355679702,0.208055968,0.4947368421,0.3382056452,0.3870967742,0.2304739653,0.8887884268,0.6109363658,0.510419561,0.5528455285,0.3523878437,0.2588762496,0.4968329375,0,1,0,0.9112493644,0.9646229411,0.7946083012,0.3888497795,0.6616070434,0.0868697036,0.0987564969
DB01396,0.1616960689,0.0684931507,0.1130434783,0.0960801728,0.0463576159,0.7613636364,0,0.3,0.2790697674,0,0.5,0,0,0,0.25,0.6,0.4811195024,0.4810676598,0.415169311,0.3894736842,0.3271799395,0.2956989247,0.4014241211,0.4891500904,0.6796515848,0.7210336205,0.4959349593,0.5658465991,0.6035849707,0,1,0,0,0.8394668215,0.9078194345,0.6267892484,0.2385084965,0.7138636622,0.1547008582,0.1785962626
DB00675,0.0732015088,0,0.0173913043,0.0065531901,0.0529801325,0.9545454545,0.0533333333,0.0875,0.0813953488,0,0.1875,0.3333333333,0,0,0,0.3,0.665037761,0.6648044693,0.2179243342,0.3789473684,0.1958165323,0.1397849462,0.2338673787,0.4412296564,0.7858698282,0.806612948,0.3992773261,0.6382054993,1,0.7399049881,0.05,0,0.95,0.9389059703,0.9724083599,0.8666799266,0.3859645197,0.7157709284,0.0832791549,0.097261827
DB01218,0.1021973499,0.0136986301,0.0173913043,0.0123338711,0.0728476821,0.7954545455,0.04,0.075,0.0697674419,0.2054794521,0.1875,0.3333333333,0,0,0,0.3,0.6930253221,0.6933581626,0.2516975592,0.3789473684,0.2020539315,0.252688172,0.2654650645,0.3643761302,0.8069199129,0.8124479022,0.369467028,0.5969609262,0.6059979317,0.7695961995,0.01,0,0.99,0.9023927946,0.9608355863,0.7790996135,0.3526720121,0.596455326,0.0977195342,0.1112017169
CID16132315,0.4218848759,0.3424657534,0.3739130435,0.3529578693,0.1324503311,0.6590909091,0.0933333333,0.4,0.3720930233,0.0136986301,1,0.7777777778,0,0,0,1,0.4029320302,0.4028553693,1,0.5578947368,0.6387978831,0.4838709677,1,0.2188065099,0.5814178563,0.6032231175,0.2402890696,0.5658465991,0.4329541537,0.6749802059,0,0,1,0.5748890464,0.6135622123,0.4641896215,0.3655584593,0.6276182891,0.3571538334,0.4151539202
DB00539,0.080950378,0,0.0173913043,0.0065531901,0.059602649,0.9204545455,0.04,0.0875,0.0813953488,0.0410958904,0.1875,0.3333333333,0,0,0,0.3,0.662816526,0.6629422719,0.2286129788,0.3894736842,0.2066532258,0.1720430108,0.2446039163,0.4059674503,0.7868376482,0.8080022228,0.3839205059,0.6201157742,1,0.7399049881,0.05,0,0.95,0.9329818486,0.9706295353,0.8636384228,0.3659059321,0.7121146595,0.0865640392,0.1016691254
DB00451,0.1643794944,0.0547945205,0.0434782609,0.0487574164,0.0331125828,0.6136363636,0.0533333333,0.2625,0.2441860465,0.2328767123,0.125,0.2222222222,0,0,0,0.2,0.5988449578,0.5990068281,0.2129971026,0.6105263158,0.4428553427,1,0.2483311081,0.3743218807,0.7369949189,0.7024173381,0.3405600723,0.5426917511,0.2113064461,0.7232779097,0,0.78,0,0.9274639164,0.9772052047,0.8314445902,0.3184556475,0.65283925,0.0726529569,0.1017544127
DB00984,0.0810853365,0,0.0260869565,0.0227916485,0.0331125828,0.9204545455,0,0.125,0.1162790698,0,0.3125,0.1111111111,0,0,0.125,0.4,0.6006219458,0.6008690255,0.2261716078,0.3789473684,0.2384702621,0.1989247312,0.230529595,0.3273056058,0.7512702637,0.8032786885,0.3342366757,0.5658465991,1,0,1,0,0,0.9284759379,0.9675648025,0.7997811026,0.2802465495,0.7118488111,0.0865418279,0.103437898
DB08868,0.0587969346,0.0547945205,0.0260869565,0.0349363337,0.0794701987,0.875,0.0666666667,0.175,0.1627906977,0,0.0625,0.1111111111,0,0,0,0.1,0.5761883607,0.5760397269,0.1839870535,0.3263157895,0.2147177419,0.1290322581,0.1781263907,0.6654611212,0.732639729,0.7138093915,0.5176151762,0.7329956585,0.558772837,0.7406967538,0,0,1,0.9473966791,0.9798276996,0.7943839395,0.3269551499,0.7558424584,0.0766612982,0.0779452128
DB06155,0.0939581314,0.0136986301,0.0434782609,0.0260866366,0.0264900662,0.7272727273,0.1733333333,0.2125,0.1976744186,0.1369863014,0.25,0.3333333333,0,0,0.125,0.3,0.6019546868,0.6021104904,0.2120572582,0.4736842105,0.2640498992,0.3387096774,0.2412661326,0.3679927667,0.7527219937,0.8049458183,0.3748870822,0.5658465991,0.5280937608,0.5233570863,1,0,0,0.9205369813,0.9682939696,0.8974021044,0.3279075194,0.6219182465,0.0831670449,0.1040914678
DB00205,0.0455799955,0.0547945205,0.0347826087,0.0408956902,0.0132450331,0.7045454545,0.32,0.3,0.2790697674,0.0821917808,0.125,0.2222222222,0,0,0,0.2,0.4917814305,0.4916201117,0.1164044556,0.4631578947,0.3275579637,0.2849462366,0.1259457054,0.5226039783,0.6830389548,0.7193664907,0.5140018067,0.6628075253,1,0.6801266825,0.62,0,0.38,0.9609097384,0.9868698436,0.872881651,0.3658197632,0.7130628749,0.044732978,0.0556014006
DB01128,0.086440941,0.0273972603,0.052173913,0.0607707224,0.0463576159,0.6022727273,0.0933333333,0.2625,0.2790697674,0.1917808219,0.125,0.2222222222,0,0,0,0.2,0.5659706797,0.5661080074,0.1853773559,0.3789473684,0.3081527218,0.3978494624,0.1785157988,0.4909584087,0.6820711348,0.72381217,0.4977416441,0.5658465991,0.5342985178,0.2474267617,1,0,0,0.9048177229,0.9675031882,0.7548385004,0.2749385449,0.5698894246,0.0708333095,0.0766535141
DB04911,0.3929610127,0.301369863,0.3130434783,0.2948042188,0.1258278146,0.6818181818,0.1066666667,0.3625,0.3372093023,0.0273972603,0.9375,0.7777777778,0,0,0,1,0.5375388716,0.5375543141,0.9508889593,0.5263157895,0.5490171371,0.435483871,0.9578326658,0.3544303797,0.6847326397,0.6301750486,0.3396567299,0.6070911722,0.2392278525,0.7256532067,0,0,1,0.6163776037,0.6545041579,0.582524897,0.338479948,0.6361814066,0.3358463178,0.3969766707
DB00442,0.0520062711,0.0684931507,0.0695652174,0.0660889489,0.0132450331,0.5795454545,0.3333333333,0.5,0.4651162791,0,0.1875,0.1111111111,0,0,0.25,0.1,0.3665037761,0.3662321539,0.0970180795,0.6526315789,0.4713961694,0.5537634409,0.1207721406,0.6654611212,0.602951851,0.6329535982,0.6720867209,0.6041968162,0.6284039986,0.5395882819,1,0,0,0.9474185827,0.9818273749,0.8466026128,0.3687741386,0.7240714395,0.0506560545,0.0581417214
CID10461508,0.1288269179,0.0273972603,0.0956521739,0.0557940816,0.0662251656,0.7613636364,0.24,0.3,0.2790697674,0,0.375,0.2222222222,0.3333333333,0,0,0.5,0.4811195024,0.4810676598,0.353982104,0.4315789474,0.3441910282,0.2580645161,0.3569203382,0.5533453888,0.7014275345,0.7263128647,0.5040650407,0.6866859624,0.6297828335,0.7102137767,0,0,1,0.8829575089,0.9415189387,0.8654911965,0.4153236649,0.6748527958,0.1337829891,0.1552075781
CID60917,0.1301292678,0.0273972603,0.1217391304,0.1032534723,0.0728476821,0.6931818182,0.1733333333,0.375,0.3488372093,0,0.375,0.4444444444,0,0,0,0.6,0.4655708574,0.4655493482,0.3144891751,0.5157894737,0.4128654234,0.376344086,0.3382287494,0.396925859,0.7082022744,0.7004723534,0.396567299,0.6013024602,1,0.7652414885,0.01,0,0.99,0.8726904464,0.942073562,0.8454962512,0.3085116654,0.5220149535,0.1160152824,0.141820155
DB01103,0.0796007927,0.0136986301,0.0347826087,0.0196490601,0.059602649,0.8295454545,0.1466666667,0.175,0.1627906977,0.0547945205,0.1875,0.3333333333,0,0,0,0.3,0.5628609507,0.5623836127,0.2189531579,0.4210526316,0.2321068548,0.2043010753,0.2406542056,0.6591320072,0.7481248488,0.7079744373,0.5383920506,0.6845151954,1,0.8103721298,0,0,1,0.9320338911,0.9706032126,0.8602501955,0.4298680741,0.5938921411,0.0848409005,0.1023793317
DB00946,0.052690061,0.0136986301,0.0260869565,0.0244522805,0.0198675497,0.875,0,0.175,0.1627906977,0,0.1875,0.2222222222,0,0,0,0.3,0.5601954687,0.5599006828,0.1370226397,0.4421052632,0.293031754,0.2580645161,0.1476412995,0.7386980108,0.7135252843,0.6821339261,0.5248419151,0.3929088278,0.2933471217,0,0,1,0,0.9515501115,0.9819758025,0.8255551203,0.3211846303,0.6328239185,0.0529146313,0.0663838012
DB01409,0.0779250575,0.0136986301,0.0434782609,0.0655686876,0.0331125828,0.7272727273,0.0533333333,0.2375,0.3139534884,0,0.3125,0.2222222222,0.3333333333,0,0.375,0.1,0.3722789871,0.3724394786,0.1911995879,0.4237723495,0.3083341598,0.3033679323,0.1979826771,0.7233273056,0.5954512461,0.6243400945,0.7299006323,0.505788712,0.4922440538,0,1,0,0,0.9331018034,0.9718550875,0.8599637039,0.3394804998,0.5507044855,0.0690776402,0.0893614766
CID10077130,0.1004338917,0.0136986301,0.052173913,0.0407380353,0.0397350993,0.8181818182,0.08,0.2125,0.1976744186,0.0410958904,0.3125,0.2222222222,0,0,0.125,0.4,0.5521990227,0.5524518932,0.264037883,0.3894736842,0.2757056452,0.252688172,0.2665776591,0.3960216998,0.736027099,0.7857738261,0.4028906956,0.5658465991,0.5687693899,0.5506730008,1,0,0,0.904459301,0.9589880304,0.7924547871,0.3120212212,0.6408845176,0.1017231624,0.1164679524
DB00882,0.080950378,0,0.0173913043,0.0065531901,0.059602649,0.9204545455,0.04,0.0875,0.0813953488,0.0410958904,0.1875,0.3333333333,0,0,0,0.3,0.669480231,0.669770329,0.2286129788,0.3894736842,0.2066532258,0.1720430108,0.2446039163,0.4547920434,0.7924026131,0.7907752153,0.4363143631,0.6164978292,1,0.7759303246,0.01,0,0.99,0.9329836498,0.9714800759,0.8646146432,0.3700076623,0.6882251589,0.0863237941,0.1021156367
DB01126,0.1085201572,0.0273972603,0.0347826087,0.0305850575,0.0264900662,0.7272727273,0.0666666667,0.1375,0.1279069767,0.2191780822,0.3125,0.1111111111,0,0,0.125,0.4,0.5881830298,0.5884543762,0.2484192262,0.3157894737,0.1814516129,0.2795698925,0.2450489542,0.2911392405,0.7415920639,0.7921644901,0.298102981,0.5658465991,0.5973802137,0.3657957245,1,0,0,0.8799703623,0.9486421018,0.721359077,0.2621850053,0.6305637804,0.0927104001,0.1063625784
DB06708,0.1086123788,0.0136986301,0.0173913043,0.0123338711,0.0662251656,0.875,0.04,0.075,0.0697674419,0.1232876712,0.25,0.3333333333,0,0,0.125,0.3,0.7827632163,0.7827436375,0.2834631876,0.4315789474,0.2685231855,0.252688172,0.3046840231,0.1690777577,0.8475683523,0.8791330925,0.2077687444,0.5680173661,0.6015167184,0.7406967538,0.06,0,0.94,0.9113383607,0.9599748351,0.8518904428,0.3523084786,0.6063604831,0.1049133334,0.1288644939
CID9911830,0.0919494985,0.0273972603,0.0782608696,0.0566191425,0.0397350993,0.6818181818,0.1733333333,0.35,0.3255813953,0.0410958904,0.25,0.4444444444,0,0,0.125,0.3,0.5442025766,0.5443823712,0.2155274529,0.4842105263,0.3172883065,0.3440860215,0.2383733867,0.3915009042,0.7244132591,0.772158933,0.3983739837,0.5730824891,0.5429162358,0.613618369,0.99,0,0.01,0.9122251934,0.9668647707,0.8547299994,0.3642366012,0.6386312049,0.0818779831,0.1007475837
DB08883,0.0682237882,0,0.0347826087,0.0299491826,0.0264900662,0.8636363636,0.1466666667,0.1875,0.1744186047,0,0.25,0.3333333333,0,0,0,0.4,0.5237672146,0.5238981999,0.1807865775,0.5157894737,0.3794102823,0.2903225806,0.1988762795,0.4755877034,0.6915073796,0.7346485135,0.4823848238,0.5752532562,1,0.5831353919,1,0,0,0.9416180963,0.9766136683,0.8990625628,0.3462916331,0.6494224665,0.0660249911,0.0841050129
DB08882,0.0959262767,0.0273972603,0.0869565217,0.0596356069,0.0331125828,0.7045454545,0.3066666667,0.3625,0.3372093023,0,0.3125,0.3333333333,0,0,0.125,0.4,0.4660151044,0.4661700807,0.2288243047,0.5263157895,0.3138230847,0.3333333333,0.2651312862,0.7965641953,0.6733607549,0.6490691859,0.6088527552,0.7901591896,1,0.7921615202,0,0,1,0.9122074112,0.9585252777,0.9102665814,0.3746939876,0.640504856,0.0939093121,0.1120353052
DB00237,0.0373790153,0.0273972603,0.0434782609,0.0395556233,0.0198675497,0.6590909091,0.1733333333,0.4125,0.3837209302,0,0.0625,0,0,0,0,0.1,0.4504664594,0.4500310366,0.0980997347,0.2631578947,0.1592741935,0.1720430108,0.0891744548,0.7079566004,0.6554560852,0.6901917199,0.7046070461,0.4312590449,0.411582213,0,0.77,0.23,0,0.9615553381,0.9869475414,0.7992191177,0.1501190484,0.6996481945,0.0405954944,0.0445248783
CID4261,0.0743036702,0.0547945205,0.0608695652,0.0558834194,0.0463576159,0.75,0.1866666667,0.3125,0.2906976744,0,0.1875,0.3333333333,0,0,0,0.3,0.4482452243,0.4481688392,0.1928794274,0.4736842105,0.3420488911,0.2903225806,0.2081108144,0.5768535262,0.66731188,0.7068630175,0.5835591689,0.5984081042,0.5284384695,0.5669041964,1,0,0,0.9307141619,0.9745518459,0.8422141821,0.4058293852,0.6513721353,0.0729812604,0.0863826449
DB01174,0.0418753838,0.0273972603,0.0434782609,0.0395556233,0.0132450331,0.7045454545,0.16,0.3625,0.3372093023,0,0.125,0.1111111111,0,0,0,0.2,0.4553531764,0.4549968963,0.1024402587,0.3368421053,0.2141507056,0.2419354839,0.102247441,0.7079566004,0.6549721752,0.6865796054,0.69467028,0.4225759768,0.3995174078,0,0.6,0.4,0,0.9582691055,0.9859978209,0.817512193,0.2568804293,0.6979974772,0.0414695866,0.0485343729
