Name,LogT1/2,Label
DB00503,0.602059991,0
DB01283,0.602059991,0
DB01254,0.602059991,0
DB04898,0.602059991,0
DB01514,0.602059991,0
DB05010,0.602059991,0
DB00382,0.602059991,0
DB00311,0.602059991,0
DB08986,0.602059991,0
CID74441114,0.602059991,0
CID7048556,0.602059991,0
CID11606145,0.602059991,0
CID9818279,0.602059991,0
DB00571,0.591064607,0
CID15386,0.591064607,0
CID46940575,0.591064607,0
DB00214,0.579783597,0
DB00109,0.579783597,0
DB00303,0.579783597,0
DB06743,0.579783597,0
CID58505,0.579783597,0
CID151174,0.579783597,0
CID71749336,0.579783597,0
DB01035,0.574031268,0
DB00181,0.574031268,0
DB00376,0.568201724,0
DB00813,0.568201724,0
CID219101,0.568201724,0
DB00422,0.557507202,0
DB00635,0.556302501,0
CID5311001,0.556302501,0
DB01330,0.556302501,0
DB00968,0.556302501,0
DB00496,0.556302501,0
DB00765,0.550228353,0
DB00904,0.544068044,0
DB00292,0.544068044,0
DB01193,0.544068044,0
CID5639,0.544068044,0
DB00424,0.544068044,0
DB01045,0.544068044,0
DB00687,0.544068044,0
DB01059,0.544068044,0
DB01084,0.544068044,0
DB01049,0.544068044,0
CID25151504,0.544068044,0
DB00412,0.544068044,0
DB01025,0.544068044,0
DB00528,0.544068044,0
DB00642,0.544068044,0
DB00507,0.544068044,0
DB00818,0.544068044,0
DB00342,0.544068044,0
DB01491,0.544068044,0
CID51382576,0.544068044,0
DB05100,0.544068044,0
DB01067,0.531478917,0
DB01005,0.531478917,0
DB08873,0.531478917,0
DB00918,0.531478917,0
CID3307,0.531478917,0
CID3008897,0.531478917,0
DB00353,0.530199698,0
DB04970,0.525044807,0
DB01211,0.51851394,0
DB00716,0.51851394,0
DB01026,0.51851394,0
CID37170,0.51851394,0
CID73164009,0.51851394,0
CID25262792,0.51851394,0
DB00705,0.511883361,0
DB04743,0.511883361,0
DB00955,0.505149978,0
DB00454,0.505149978,0
DB00264,0.505149978,0
DB00203,0.505149978,0
DB00734,0.505149978,0
CID73581,0.505149978,0
CID11646777,0.505149978,0
CID132999,0.505149978,0
CID6433090,0.505149978,0
DB00330,0.491361694,0
DB00290,0.491361694,0
DB00246,0.491361694,0
DB01529,0.491361694,0
CID64749,0.491361694,0
CID46926350,0.491361694,0
CID6433095,0.491361694,0
DB00545,0.477121255,0
DB00923,0.477121255,0
DB00035,0.477121255,0
DB00671,0.477121255,0
DB06696,0.477121255,0
DB00768,0.477121255,0
DB08792,0.477121255,0
DB00573,0.477121255,0
DB00178,0.477121255,0
DB01367,0.477121255,0
DB01214,0.477121255,0
DB00666,0.477121255,0
DB00332,0.477121255,0
DB06779,0.477121255,0
DB08808,0.477121255,0
DB08895,0.477121255,0
DB00480,0.477121255,0
DB01077,0.477121255,0
CID53234134,0.477121255,0
DB00599,0.477121255,0
DB01229,0.477121255,0
DB00374,0.477121255,0
DB01436,0.477121255,0
DB00148,0.477121255,0
DB04829,0.477121255,0
CID36920,0.477121255,0
CID42613186,0.477121255,0
DB01190,0.462397998,0
DB04570,0.462397998,0
DB06698,0.462397998,0
DB09018,0.462397998,0
DB00318,0.462397998,0
DB00897,0.462397998,0
DB00577,0.462397998,0
CID29919046,0.462397998,0
CID24756910,0.462397998,0
DB01221,0.447158031,0
DB01222,0.447158031,0
DB01425,0.447158031,0
DB00927,0.447158031,0
DB08877,0.447158031,0
DB00856,0.439332694,0
DB01179,0.439332694,0
DB00315,0.439332694,0
DB04821,0.439332694,0
CID25271832,0.439332694,0
DB00284,0.431363764,0
DB00708,0.431363764,0
CID107917,0.431363764,0
CID10029385,0.431363764,0
DB00388,0.418301291,0
DB00867,0.414973348,0
CID3736,0.414973348,0
DB00963,0.414973348,0
DB01408,0.414973348,0
DB00987,0.414973348,0
DB01228,0.414973348,0
CID3001322,0.414973348,0
CID6505803,0.414973348,0
CID56841569,0.414973348,0
DB01008,0.40654018,0
CID443955,0.404833717,0
DB00457,0.397940009,0
DB00652,0.397940009,0
CID33042,0.397940009,0
DB00641,0.397940009,0
DB00999,0.397940009,0
DB04890,0.397940009,0
DB04552,0.397940009,0
DB00434,0.397940009,0
DB01415,0.397940009,0
DB00994,0.397940009,0
DB08987,0.397940009,0
DB00609,0.397940009,0
DB01111,0.397940009,0
DB01237,0.397940009,0
DB06335,0.397940009,0
DB00483,0.397940009,0
CID9835049,0.397940009,0
DB06800,0.397940009,0
DB01031,0.397940009,0
DB06262,0.397940009,0
DB00227,0.397940009,0
DB00323,0.397940009,0
DB00866,0.397940009,0
DB00380,0.397940009,0
DB01424,0.397940009,0
DB04869,0.397940009,0
CID53456228,0.397940009,0
CID37910,0.397940009,0
CID666418,0.397940009,0
CID6919028,0.397940009,0
CID68870,0.397940009,0
CID3466844,0.397940009,0
CID24785956,0.397940009,0
CID71306413,0.397940009,0
DB00697,0.380211242,0
DB00763,0.380211242,0
CID3021,0.380211242,0
CID6436,0.380211242,0
CID36119,0.380211242,0
DB00787,0.380211242,0
DB00841,0.380211242,0
DB00328,0.380211242,0
DB01030,0.380211242,0
DB00494,0.380211242,0
DB00297,0.380211242,0
DB00490,0.380211242,0
CID107924,0.380211242,0
CID3268,0.380211242,0
DB00327,0.380211242,0
CID18595497,0.380211242,0
CID9808022,0.380211242,0
DB00752,0.371067862,0
DB00921,0.367355921,0
DB01337,0.361727836,0
DB00953,0.361727836,0
DB00959,0.361727836,0
DB00491,0.361727836,0
DB00302,0.361727836,0
DB06738,0.361727836,0
DB00479,0.361727836,0
DB00369,0.361727836,0
DB00744,0.361727836,0
DB00690,0.361727836,0
CID107994,0.361727836,0
DB08951,0.361727836,0
CID151573,0.361727836,0
CID5281888,0.361727836,0
DB00678,0.352182518,0
DB00805,0.352182518,0
DB04951,0.352182518,0
DB01327,0.342422681,0
CID4810,0.342422681,0
DB00960,0.342422681,0
DB00373,0.342422681,0
DB00296,0.342422681,0
DB00860,0.342422681,0
DB01209,0.342422681,0
DB06697,0.342422681,0
DB00683,0.342422681,0
DB00684,0.342422681,0
DB08985,0.342422681,0
CID6433092,0.342422681,0
CID213043,0.342422681,0
DB04834,0.33243846,0
DB00437,0.322219295,0
DB01413,0.322219295,0
DB00696,0.322219295,0
DB00299,0.322219295,0
DB00870,0.322219295,0
DB01172,0.322219295,0
DB01009,0.322219295,0
DB00863,0.322219295,0
DB00546,0.322219295,0
CID65492,0.322219295,0
CID5487888,0.322219295,0
DB01249,0.322219295,0
DB00450,0.322219295,0
DB00876,0.322219295,0
CID71453,0.322219295,0
CID214356,0.322219295,0
CID26709,0.322219295,0
CID3767,0.322219295,0
CID23663419,0.322219295,0
DB04572,0.318063335,0
DB00695,0.301029996,0
DB01199,0.301029996,0
DB01197,0.301029996,0
DB00184,0.301029996,0
DB00961,0.301029996,0
DB01427,0.301029996,0
DB00501,0.301029996,0
DB01001,0.301029996,0
DB00316,0.301029996,0
DB00844,0.301029996,0
DB00190,0.301029996,0
DB00776,0.301029996,0
DB00958,0.301029996,0
DB01291,0.301029996,0
DB00784,0.301029996,0
DB00553,0.301029996,0
DB00257,0.301029996,0
DB00589,0.301029996,0
DB01605,0.301029996,0
DB01600,0.301029996,0
DB01021,0.301029996,0
DB00484,0.301029996,0
DB00584,0.301029996,0
DB00680,0.301029996,0
DB01253,0.301029996,0
DB05246,0.301029996,0
DB00782,0.301029996,0
DB01022,0.301029996,0
DB01098,0.301029996,0
DB02546,0.301029996,0
DB01129,0.301029996,0
DB00486,0.301029996,0
DB00881,0.301029996,0
DB06594,0.301029996,0
DB05057,0.301029996,0
CID44267079,0.301029996,0
CID115305,0.301029996,0
CID3693,0.301029996,0
CID5092,0.301029996,0
DB01050,0.301029996,0
CID172984,0.301029996,0
DB00281,0.278753601,0
DB00425,0.278753601,0
DB01295,0.278753601,0
DB01058,0.278753601,0
DB01011,0.278753601,0
DB08826,0.278753601,0
DB00828,0.278753601,0
DB01338,0.278753601,0
DB00704,0.278753601,0
DB00295,0.278753601,0
DB01037,0.278753601,0
DB00307,0.278753601,0
DB00162,0.278753601,0
CID71459,0.278753601,0
DB01062,0.278753601,0
DB00581,0.267171728,0
DB06703,0.257678575,0
DB00180,0.257678575,0
DB00224,0.255272505,0
DB01010,0.255272505,0
DB01113,0.255272505,0
DB00750,0.255272505,0
DB00824,0.255272505,0
DB00919,0.255272505,0
DB01329,0.255272505,0
DB00271,0.255272505,0
DB01115,0.255272505,0
DB00198,0.255272505,0
DB00779,0.255272505,0
DB00804,0.255272505,0
DB00175,0.255272505,0
DB00980,0.255272505,0
DB00853,0.255272505,0
DB00104,0.255272505,0
DB00439,0.255272505,0
CID4823,0.255272505,0
CID88286,0.255272505,0
CID449381,0.255272505,0
CID115212,0.255272505,0
CID11198924,0.255272505,0
DB06255,0.250420002,0
DB01096,0.243038049,0
DB04599,0.243038049,0
DB04885,0.243038049,0
CID5284514,0.243038049,0
DB00331,0.240549248,0
DB00355,0.230448921,0
DB01060,0.230448921,0
DB01112,0.230448921,0
DB01334,0.230448921,0
CID65483,0.230448921,0
DB00651,0.230448921,0
CID4487900,0.230448921,0
DB00535,0.230448921,0
DB00669,0.230448921,0
DB00558,0.230448921,0
DB00538,0.230448921,0
DB01188,0.230448921,0
DB00783,0.230448921,0
CID108227,0.230448921,0
CID73128819,0.230448921,0
CID25262965,0.230448921,0
DB00597,0.2219356,0
DB00789,0.2219356,0
DB00742,0.2219356,0
DB00586,0.204119983,0
CID4098,0.204119983,0
CID34521,0.204119983,0
DB00728,0.204119983,0
DB00775,0.204119983,0
DB00693,0.204119983,0
DB00438,0.204119983,0
DB00199,0.204119983,0
DB01066,0.204119983,0
DB00474,0.204119983,0
DB00741,0.204119983,0
DB00802,0.204119983,0
DB00718,0.204119983,0
DB00969,0.204119983,0
DB05087,0.204119983,0
DB04889,0.204119983,0
CID183797,0.204119983,0
CID9576417,0.204119983,0
DB06590,0.204119983,0
CID448545,0.204119983,0
CID68791,0.204119983,0
CID9830010,0.204119983,0
DB01206,0.195068996,0
DB01171,0.176091259,0
DB00585,0.176091259,0
DB00274,0.176091259,0
DB01332,0.176091259,0
DB01362,0.176091259,0
DB01393,0.176091259,0
DB04794,0.176091259,0
DB01618,0.176091259,0
DB01411,0.176091259,0
DB01580,0.176091259,0
DB00392,0.176091259,0
DB00827,0.176091259,0
DB06811,0.176091259,0
DB00896,0.176091259,0
DB01587,0.176091259,0
CID3741,0.176091259,0
DB01342,0.176091259,0
DB01192,0.176091259,0
DB00989,0.176091259,0
DB00731,0.176091259,0
DB01083,0.176091259,0
DB00591,0.176091259,0
DB04876,0.176091259,0
DB00884,0.176091259,0
DB01560,0.176091259,0
CID71249,0.176091259,0
CID6436285,0.176091259,0
CID5773,0.176091259,0
CID65034,0.176091259,0
CID4041,0.176091259,0
CID119560,0.176091259,0
CID60794,0.176091259,0
CID1783,0.176091259,0
DB00620,0.166430114,0
DB01235,0.161368002,0
DB00421,0.146128036,0
DB01042,0.146128036,0
DB00291,0.146128036,0
DB00900,0.146128036,0
DB00301,0.146128036,0
DB01339,0.146128036,0
DB00415,0.146128036,0
DB06196,0.146128036,0
DB00649,0.146128036,0
DB00880,0.138302698,0
DB00352,0.124830149,0
DB00495,0.113943352,0
DB00943,0.113943352,0
DB01400,0.113943352,0
DB00550,0.113943352,0
DB00261,0.113943352,0
DB00414,0.113943352,0
DB00939,0.113943352,0
CID10220503,0.113943352,0
DB00393,0.113943352,0
DB01101,0.113943352,0
DB02925,0.113943352,0
DB00767,0.113943352,0
CID2528,0.113943352,0
CID23667529,0.113943352,0
DB01003,0.113943352,0
DB00225,0.112939976,0
DB01048,0.103803721,0
DB00733,0.099680641,0
DB00140,0.096910013,0
DB04931,0.096910013,0
DB00493,0.079181246,0
DB01061,0.079181246,0
DB01150,0.079181246,0
CID40073,0.079181246,0
DB00790,0.079181246,0
DB01414,0.079181246,0
DB00948,0.079181246,0
DB00730,0.079181246,0
DB00806,0.079181246,0
DB01149,0.079181246,0
CID39031,0.079181246,0
CID23662401,0.079181246,0
DB00423,0.075546961,0
DB01046,0.06069784,0
DB00643,0.049218023,0
DB01607,0.041392685,0
DB01183,0.041392685,0
DB00578,0.041392685,0
DB01163,0.041392685,0
CID130313,0.041392685,0
DB01140,0.041392685,0
CID71339,0.041392685,0
DB01241,0.041392685,0
DB01105,0.041392685,0
DB00922,0.041392685,0
CID6918638,0.041392685,0
CID6918562,0.041392685,0
DB00698,0,0
DB00441,0,0
DB00213,0,0
DB00743,0,0
DB00447,0,0
DB00691,0,0
DB01604,0,0
DB00859,0,0
DB01399,0,0
DB00267,0,0
DB00229,0,0
DB00874,0,0
DB00504,0,0
DB00356,0,0
CID73303,0,0
DB00630,0,0
DB01255,0,0
DB08908,0,0
DB00962,0,0
DB00760,0,0
DB04880,0,0
DB00130,0,0
DB08925,0,0
CID47528,0,0
CID53463256,0,0
CID25273596,0,0
CID11226,0,0
DB08889,0,0
CID6918429,0,0
DB01369,-0.013228266,0
DB00319,-0.017728767,0
DB01275,-0.017728767,0
CID72015,-0.017728767,0
DB00456,-0.022276395,0
DB01606,-0.022276395,0
DB08884,-0.031517051,0
DB03783,-0.036212173,0
DB00624,-0.037630664,0
CID4759,-0.040958608,0
DB00567,-0.045757491,0
DB01250,-0.045757491,0
DB00766,-0.045757491,0
DB01598,-0.045757491,0
DB01033,-0.045757491,0
DB00912,-0.045757491,0
DB00986,-0.045757491,0
DB00448,-0.045757491,0
CID119184,-0.045757491,0
DB01288,-0.060480747,0
DB01333,-0.070581074,0
DB08795,-0.070581074,0
DB00338,-0.070581074,0
DB00417,-0.075720714,0
DB01226,-0.080921908,0
DB01331,-0.091514981,0
DB06716,-0.091514981,0
DB00235,-0.096910013,0
DB01597,-0.096910013,0
DB00887,-0.096910013,0
DB01616,-0.096910013,0
DB00907,-0.096910013,0
DB04836,-0.096910013,0
CID23700775,-0.096910013,0
DB00233,-0.096910013,0
CID5329098,-0.096910013,0
CID5918,-0.096910013,0
DB01205,-0.107905397,0
DB04858,-0.107905397,0
CID148200,-0.107905397,0
DB02000,-0.113509275,0
DB01085,-0.119186408,0
DB01326,-0.124938737,0
DB00645,-0.124938737,0
DB00287,-0.124938737,0
DB00548,-0.124938737,0
DB00833,-0.124938737,0
DB01147,-0.124938737,0
DB01440,-0.124938737,0
DB00905,-0.124938737,0
DB04975,-0.133712661,0
DB01410,-0.148741651,0
DB01065,-0.149966742,0
DB00713,-0.15490196,0
DB01053,-0.15490196,0
DB00607,-0.15490196,0
DB00485,-0.15490196,0
DB00883,-0.15490196,0
DB00855,-0.15490196,0
DB01095,-0.15490196,0
DB00542,-0.15490196,0
CID65628,-0.15490196,0
DB00714,-0.167491087,0
DB00974,-0.175874166,0
DB01282,-0.175874166,0
DB08809,-0.187086643,0
DB05830,-0.187086643,0
DB01603,-0.193820026,0
DB05229,-0.204119983,0
DB00244,-0.214670165,0
DB01392,-0.22184875,0
CID71651,-0.229147988,0
DB01262,-0.236572006,0
DB01088,-0.244125144,0
DB00515,-0.27572413,0
DB01764,-0.283996656,0
DB00903,-0.301029996,0
DB00929,-0.301029996,0
DB08814,-0.301029996,0
DB01280,-0.301029996,0
DB04894,-0.301029996,0
DB00410,-0.301029996,0
CID256278,-0.301029996,0
DB00394,-0.301029996,0
CID16678086,-0.301029996,0
DB00305,-0.330683119,0
DB00627,-0.330683119,0
DB00006,-0.379863945,0
DB01064,-0.387216143,0
DB08934,-0.397940009,0
DB00278,-0.397940009,0
CID6918309,-0.397940009,0
DB00262,-0.431798276,0
DB08439,-0.435333936,0
CID29769,-0.443697499,0
DB00928,-0.443697499,0
CID18343,-0.455931956,0
DB00428,-0.477555766,0
CID439302,-0.48148606,0
DB00692,-0.498940738,0
DB00732,-0.508638306,0
DB04899,-0.522878745,0
DB08905,-0.522878745,0
DB05786,-0.522878745,0
DB04972,-0.522878745,0
DB00654,-0.548213564,0
DB00945,-0.602059991,0
DB01320,-0.602059991,0
DB04920,-0.602059991,0
DB00888,-0.602059991,0
CID702,-0.619788758,0
DB00526,-0.628932138,0
DB04817,-0.632644079,0
DB00899,-0.638272164,0
CID5464098,-0.657577319,0
DB00345,-0.698970004,0
CID6918404,-0.698970004,0
CID3081349,-0.698970004,0
DB00544,-0.744727495,0
DB01168,-0.777283529,0
DB00614,-0.777283529,0
DB00644,-0.777283529,0
DB00183,-0.777283529,0
DB00473,-0.777283529,0
DB04853,-0.777283529,0
DB00187,-0.823908741,0
DB01102,-0.876148359,0
DB01143,-0.876148359,0
DB00757,-0.886056648,0
DB00721,-0.89279003,0
DB00770,-0.903089987,0
DB01240,-1,0
CID6438141,-1,0
CID3082475,-1,0
DB00917,-1.080921908,0
DB00800,-1.080921908,0
CID19190,-1.187086643,0
DB05710,-1.283996656,0
DB01452,-1.301029996,0
DB08897,-1.397940009,0
DB00727,-1.397940009,0
DB00988,-1.48148606,0
DB00668,-1.48148606,0
DB00325,-1.48148606,0
CID369976,-1.48148606,0
DB00556,-1.494850022,0
DB00688,-1.522878745,0
DB01161,-2.22184875,0
DB00640,-2.522878745,0
DB00435,-3,0
