Name,LogT1/2,Label
DB01365,1.243038049,0
DB00176,1.243038049,0
DB00820,1.243038049,0
DB00583,1.240549248,0
DB00210,1.235528447,0
DB01656,1.230448921,0
DB01581,1.230448921,0
DB01215,1.230448921,0
DB00715,1.230448921,0
DB01157,1.230448921,0
DB04845,1.230448921,0
DB00533,1.230448921,0
DB07402,1.230448921,0
CID854019,1.230448921,0
CID10437018,1.230448921,0
CID44814423,1.227886705,0
DB01024,1.220108088,0
DB01173,1.217483944,0
DB06210,1.217483944,0
DB00699,1.217483944,0
CID179344,1.217483944,0
DB01579,1.217483944,0
DB00514,1.216165902,0
DB00370,1.212187604,0
CID124093,1.212187604,0
DB00623,1.208172527,0
DB00915,1.204119983,0
DB00458,1.204119983,0
DB09020,1.204119983,0
DB00957,1.204119983,0
DB00347,1.204119983,0
DB06813,1.204119983,0
DB08932,1.204119983,0
DB04855,1.204119983,0
DB00444,1.204119983,0
DB00830,1.204119983,0
DB00865,1.204119983,0
DB01463,1.204119983,0
DB00254,1.204119983,0
DB00242,1.204119983,0
DB01141,1.204119983,0
DB01017,1.204119983,0
DB00772,1.204119983,0
DB04835,1.204119983,0
DB03575,1.204119983,0
DB00197,1.204119983,0
CID5311217,1.204119983,0
CID10366136,1.204119983,0
CID11349170,1.204119983,0
CID10341154,1.204119983,0
CID9915743,1.198657087,0
CID9867642,1.193124598,0
DB01195,1.190331698,0
CID25271836,1.190331698,0
DB00218,1.187520721,0
DB01177,1.181843588,0
DB00252,1.176091259,0
DB00400,1.176091259,0
DB00831,1.176091259,0
DB00231,1.176091259,0
DB00748,1.176091259,0
DB01623,1.176091259,0
DB01264,1.176091259,0
DB01092,1.176091259,0
DB00547,1.176091259,0
DB00871,1.176091259,0
DB01018,1.176091259,0
DB04868,1.176091259,0
DB00365,1.176091259,0
CID104842,1.176091259,0
CID11955855,1.173186268,0
CID49784945,1.167317335,0
CID11483754,1.164352856,0
CID40466889,1.161368002,0
CID11234052,1.161368002,0
DB01069,1.146128036,0
DB08979,1.146128036,0
DB00186,1.146128036,0
DB01076,1.146128036,0
DB00950,1.146128036,0
DB00788,1.146128036,0
DB00703,1.146128036,0
DB00931,1.146128036,0
DB08930,1.146128036,0
DB00371,1.146128036,0
DB00801,1.146128036,0
DB01023,1.146128036,0
DB00313,1.146128036,0
DB01029,1.146128036,0
DB00710,1.146128036,0
CID159302,1.146128036,0
DB00574,1.146128036,0
CID45380979,1.146128036,0
DB06292,1.139879086,0
CID9827497,1.136720567,0
DB01248,1.133538908,0
DB01056,1.130333768,0
DB06148,1.130333768,0
CID74603603,1.130333768,0
DB00854,1.130333768,0
CID25154713,1.127104798,0
DB06207,1.123851641,0
DB00738,1.120573931,0
DB06704,1.120573931,0
DB08824,1.120573931,0
DB08907,1.117271296,0
DB08836,1.117271296,0
CID25254071,1.117271296,0
DB00794,1.113943352,0
DB06218,1.113943352,0
DB06695,1.113943352,0
DB00819,1.113943352,0
DB01081,1.113943352,0
DB00673,1.113943352,0
DB00911,1.113943352,0
DB00275,1.113943352,0
DB00720,1.113943352,0
CID4327751,1.113943352,0
DB01388,1.113943352,0
CID6999105,1.113943352,0
CID25023695,1.113943352,0
CID5277135,1.11058971,0
CID5494449,1.11058971,0
DB00745,1.105510185,0
CID11338033,1.103803721,0
DB00357,1.096910013,0
DB00562,1.096910013,0
DB00914,1.096910013,0
DB04883,1.096910013,0
CID11949646,1.093421685,0
CID65906,1.086359831,0
CID11234049,1.086359831,0
CID24785538,1.08278537,0
DB00363,1.079181246,0
DB00976,1.079181246,0
DB01435,1.079181246,0
DB00387,1.079181246,0
DB00618,1.079181246,0
DB00476,1.079181246,0
DB00492,1.079181246,0
DB08860,1.079181246,0
DB00432,1.079181246,0
DB01166,1.079181246,0
DB09019,1.079181246,0
DB08820,1.079181246,0
DB08936,1.079181246,0
DB06212,1.079181246,0
DB06663,1.079181246,0
DB00920,1.079181246,0
CID11304743,1.079181246,0
DB01608,1.079181246,0
DB06290,1.079181246,0
DB00575,1.079181246,0
DB00404,1.079181246,0
DB01261,1.079181246,0
DB00864,1.079181246,0
DB00722,1.079181246,0
DB00740,1.079181246,0
DB00050,1.079181246,0
DB06288,1.079181246,0
DB01014,1.079181246,0
DB00751,1.079181246,0
DB01609,1.079181246,0
DB00778,1.079181246,0
DB01928,1.079181246,0
DB01230,1.079181246,0
DB06193,1.079181246,0
DB01708,1.079181246,0
CID3822,1.079181246,0
CID5838,1.079181246,0
CID25022378,1.079181246,0
DB01577,1.079181246,0
CID23725625,1.075546961,0
DB08874,1.068185862,0
DB00413,1.064457989,0
DB00579,1.06069784,0
DB01297,1.06069784,0
CID55645,1.06069784,0
CID114709,1.06069784,0
CID936,1.06069784,0
CID455041,1.056904851,0
CID176166,1.056904851,0
DB06700,1.045322979,0
DB00482,1.045322979,0
DB00487,1.041392685,0
DB00401,1.041392685,0
CID68770,1.041392685,0
DB00670,1.041392685,0
DB06717,1.041392685,0
DB08822,1.041392685,0
DB04871,1.041392685,0
CID11519069,1.041392685,0
DB00399,1.041392685,0
DB01156,1.041392685,0
DB01437,1.041392685,0
DB01107,1.041392685,0
DB04948,1.041392685,0
DB00685,1.041392685,0
DB01079,1.041392685,0
DB00580,1.041392685,0
CID198526,1.041392685,0
CID68861,1.041392685,0
CID55886,1.041392685,0
CID7181,1.041392685,0
CID57515973,1.041392685,0
CID11282283,1.041392685,0
CID9795739,1.041392685,0
CID146217,1.037426498,0
CID11152667,1.037426498,0
DB00836,1.033423755,0
DB00762,1.033423755,0
DB00091,1.029383778,0
DB00759,1.025305865,0
DB00379,1.025305865,0
DB00520,1.021189299,0
CID11369918,1.021189299,0
CID50894,1.021189299,0
CID10127622,1.021189299,0
DB01181,1.017033339,0
DB01120,1.017033339,0
DB00208,1.010723865,0
CID10126019,1.008600172,0
DB01015,1.004321374,0
DB00975,1,0
DB00440,1,0
DB01219,1,0
DB00595,1,0
DB00861,1,0
DB00612,1,0
DB06730,1,0
DB00590,1,0
CID5281884,1,0
DB00518,1,0
DB00426,1,0
DB00226,1,0
DB00260,1,0
DB00891,1,0
DB00634,1,0
DB01239,1,0
DB00366,1,0
DB00256,1,0
DB09000,1,0
DB01182,1,0
DB01044,1,0
DB04861,1,0
DB00234,1,0
DB00549,1,0
DB00879,1,0
DB06268,1,0
DB01274,1,0
CID108051,1,0
CID5464097,1,0
CID6918975,1,0
CID57989740,1,0
CID45138674,1,0
CID25227436,1,0
CID294641,0.995635195,0
DB00531,0.989004616,0
DB00977,0.986771734,0
DB06267,0.986771734,0
CID44242317,0.982271233,0
CID121858,0.982271233,0
CID54708673,0.982271233,0
DB06742,0.977723605,0
DB00339,0.977723605,0
DB01418,0.977723605,0
DB01232,0.977723605,0
CID72495,0.977723605,0
CID85045053,0.977723605,0
CID9809715,0.977723605,0
DB05812,0.977723605,0
DB01431,0.975891136,0
DB00341,0.974050903,0
DB00850,0.973127854,0
CID62956,0.973127854,0
DB00367,0.973127854,0
CID44201352,0.973127854,0
CID11552706,0.973127854,0
DB00796,0.970811611,0
DB06751,0.968482949,0
CID67091,0.968482949,0
DB00660,0.963787827,0
DB01203,0.963787827,0
DB01185,0.963787827,0
DB00709,0.959518377,0
CID11226413,0.959041392,0
DB00277,0.954242509,0
DB00433,0.954242509,0
DB01162,0.954242509,0
DB00217,0.954242509,0
DB00320,0.954242509,0
DB01594,0.954242509,0
DB06817,0.954242509,0
DB00777,0.954242509,0
DB00621,0.954242509,0
DB01563,0.954242509,0
DB04892,0.954242509,0
DB01892,0.954242509,0
CID34055,0.954242509,0
CID4977,0.954242509,0
CID6918493,0.954242509,0
CID11256560,0.954242509,0
CID11315474,0.954242509,0
CID73755261,0.954242509,0
CID46898058,0.954242509,0
CID9931891,0.954242509,0
DB00701,0.949390007,0
DB01301,0.944482672,0
CID11496629,0.944482672,0
DB08910,0.934498451,0
CID3033742,0.934498451,0
CID3357,0.934498451,0
DB00717,0.92992956,0
DB00916,0.929418926,0
DB00985,0.929418926,0
DB00436,0.929418926,0
DB07828,0.929418926,0
DB01354,0.929418926,0
DB06623,0.929418926,0
CID44205240,0.929418926,0
DB01489,0.926856709,0
DB04832,0.924279286,0
CID4853,0.924279286,0
CID68575,0.924279286,0
CID57339460,0.924279286,0
DB00475,0.919078092,0
DB01054,0.913813852,0
CID11625818,0.913813852,0
CID56841862,0.913813852,0
CID123698,0.913813852,0
DB00773,0.908485019,0
CID91649,0.908485019,0
DB00270,0.903089987,0
CID5284594,0.903089987,0
DB00906,0.903089987,0
DB00455,0.903089987,0
DB00964,0.903089987,0
DB00543,0.903089987,0
DB00832,0.903089987,0
DB00954,0.903089987,0
DB01251,0.903089987,0
DB00395,0.903089987,0
DB00978,0.903089987,0
DB00662,0.903089987,0
DB00711,0.903089987,0
DB08912,0.903089987,0
DB08918,0.903089987,0
DB06201,0.903089987,0
DB06237,0.903089987,0
DB01412,0.903089987,0
DB00786,0.903089987,0
DB01108,0.903089987,0
DB00758,0.903089987,0
DB01454,0.903089987,0
DB08962,0.903089987,0
DB01405,0.903089987,0
CID1892,0.903089987,0
CID9331,0.903089987,0
DB01216,0.897627091,0
DB00420,0.897627091,0
CID46861623,0.897627091,0
CID16725726,0.897627091,0
DB00605,0.892094603,0
DB00499,0.892094603,0
DB01158,0.892094603,0
CID49773361,0.892094603,0
DB01319,0.886490725,0
CID155774,0.886490725,0
DB01535,0.886490725,0
DB00795,0.880813592,0
CID5489120,0.880813592,0
DB00204,0.875061263,0
DB01080,0.875061263,0
DB00551,0.875061263,0
DB00488,0.875061263,0
DB00498,0.875061263,0
DB00536,0.875061263,0
DB06702,0.875061263,0
DB04953,0.875061263,0
CID11504295,0.875061263,0
CID11561674,0.875061263,0
CID4626,0.875061263,0
CID9837243,0.875061263,0
DB00656,0.872156273,0
DB00286,0.86923172,0
DB06209,0.86923172,0
CID68654,0.86923172,0
CID10288191,0.86923172,0
DB01438,0.866287339,0
DB01212,0.86332286,0
DB00749,0.86332286,0
CID2747,0.86332286,0
DB00182,0.86332286,0
CID10407120,0.86332286,0
CID22405684,0.86332286,0
DB00563,0.857332496,0
DB01087,0.851258349,0
CID54737570,0.84509804,0
DB00308,0.84509804,0
DB00359,0.84509804,0
DB01184,0.84509804,0
DB06710,0.84509804,0
DB00391,0.84509804,0
DB00822,0.84509804,0
DB00839,0.84509804,0
DB00532,0.84509804,0
DB06771,0.84509804,0
DB08811,0.84509804,0
DB08816,0.84509804,0
DB06228,0.84509804,0
DB01200,0.84509804,0
DB01202,0.84509804,0
DB01072,0.84509804,0
DB01155,0.84509804,0
DB00243,0.84509804,0
DB00604,0.84509804,0
CID72402,0.84509804,0
CID4047,0.84509804,0
CID5343,0.84509804,0
CID6921821,0.84509804,0
CID31264,0.84509804,0
CID9819382,0.84509804,0
CID52918384,0.84509804,0
DB00251,0.838849091,0
CID56649450,0.838849091,0
DB00706,0.832508913,0
CID49831257,0.832508913,0
DB01041,0.828981954,0
DB06402,0.826074803,0
DB00842,0.826074803,0
DB00872,0.826074803,0
DB00360,0.826074803,0
CID6918249,0.826074803,0
CID9911744,0.826074803,0
CID73011,0.819543936,0
DB00263,0.819543936,0
CID42883,0.812913357,0
DB00419,0.812913357,0
CID23652731,0.812913357,0
CID134018,0.812913357,0
DB00996,0.812913357,0
CID26618,0.812913357,0
DB00136,0.812913357,0
DB00780,0.806179974,0
CID71417,0.806179974,0
CID23116322,0.806179974,0
DB00489,0.799340549,0
DB00222,0.799340549,0
DB00230,0.799340549,0
CID126565,0.799340549,0
DB00650,0.792391689,0
DB01138,0.792391689,0
DB00468,0.792391689,0
DB00851,0.792391689,0
DB00852,0.788875116,0
DB00335,0.785329835,0
DB01136,0.785329835,0
DB00598,0.77815125,0
DB00588,0.77815125,0
DB00280,0.77815125,0
DB01224,0.77815125,0
DB00816,0.77815125,0
DB00378,0.77815125,0
DB04865,0.77815125,0
DB00629,0.77815125,0
DB00521,0.77815125,0
DB00519,0.77815125,0
DB01051,0.77815125,0
DB00754,0.77815125,0
DB00746,0.77815125,0
DB00737,0.77815125,0
DB05271,0.77815125,0
DB00268,0.77815125,0
CID11667893,0.77815125,0
CID6438895,0.77815125,0
DB04879,0.77815125,0
CID11493192,0.77815125,0
DB04844,0.77815125,0
CID25022340,0.77815125,0
DB01032,0.770852012,0
DB01124,0.770852012,0
CID414,0.770852012,0
CID164089,0.770852012,0
CID323701,0.770852012,0
CID11224409,0.770852012,0
CID11749858,0.770852012,0
DB00764,0.763427994,0
DB00193,0.763427994,0
DB00300,0.763427994,0
CID16363,0.763427994,0
CID9794485,0.763427994,0
DB01036,0.759667845,0
DB01165,0.755874856,0
DB00552,0.755874856,0
CID102134,0.755874856,0
DB01627,0.748188027,0
CID656665,0.748188027,0
DB00512,0.748188027,0
DB06775,0.748188027,0
DB00443,0.748188027,0
DB00582,0.748188027,0
CID47607,0.748188027,0
DB08872,0.744292983,0
DB06151,0.740362689,0
DB00868,0.740362689,0
DB02703,0.740362689,0
DB00935,0.740362689,0
DB00938,0.740362689,0
DB08806,0.740362689,0
DB00848,0.740362689,0
DB00576,0.740362689,0
DB01145,0.740362689,0
DB00497,0.740362689,0
DB00460,0.740362689,0
DB00932,0.740362689,0
DB00409,0.740362689,0
CID24848248,0.740362689,0
DB00712,0.740362689,0
CID5329099,0.740362689,0
CID9808844,0.740362689,0
CID60063,0.73239376,0
CID148195,0.73239376,0
DB00465,0.72427587,0
DB00674,0.72427587,0
DB00389,0.72427587,0
DB01601,0.72427587,0
DB00910,0.72427587,0
CID88747,0.72427587,0
CID219100,0.72427587,0
CID3035714,0.72427587,0
DB00952,0.720159303,0
DB00471,0.716003344,0
DB00402,0.716003344,0
DB00613,0.716003344,0
DB01213,0.716003344,0
DB00289,0.716003344,0
DB00774,0.716003344,0
DB00956,0.716003344,0
DB00631,0.716003344,0
DB00397,0.716003344,0
DB06744,0.716003344,0
CID10655145,0.716003344,0
CID5287969,0.716003344,0
DB01336,0.707570176,0
DB00467,0.707570176,0
DB00633,0.698970004,0
CID31872,0.698970004,0
CID98526,0.698970004,0
DB00993,0.698970004,0
DB00336,0.698970004,0
DB00568,0.698970004,0
DB00314,0.698970004,0
DB00427,0.698970004,0
DB00500,0.698970004,0
DB00185,0.698970004,0
DB00700,0.698970004,0
DB00803,0.698970004,0
DB01246,0.698970004,0
DB01359,0.698970004,0
DB00937,0.698970004,0
DB00889,0.698970004,0
DB01233,0.698970004,0
DB01132,0.698970004,0
CID3636,0.698970004,0
CID156309,0.698970004,0
CID24821094,0.698970004,0
CID16659841,0.698970004,0
CID10172827,0.698970004,0
DB00285,0.694605199,0
DB01416,0.692846919,0
DB01020,0.69019608,0
DB00201,0.69019608,0
DB01355,0.69019608,0
CID13314,0.69019608,0
DB00513,0.69019608,0
CID71144,0.69019608,0
CID6426858,0.69019608,0
CID49836020,0.69019608,0
DB00686,0.681241237,0
DB09017,0.681241237,0
DB00611,0.681241237,0
DB00346,0.681241237,0
CID9828310,0.681241237,0
DB00798,0.672097858,0
DB00529,0.672097858,0
DB00276,0.672097858,0
CID31402,0.672097858,0
CID25681,0.672097858,0
DB00446,0.662757832,0
CID644022,0.662757832,0
DB00747,0.653212514,0
DB00862,0.653212514,0
CID10783,0.653212514,0
DB00885,0.653212514,0
DB00014,0.653212514,0
DB01328,0.653212514,0
DB06637,0.653212514,0
DB00601,0.653212514,0
DB04982,0.653212514,0
DB05016,0.653212514,0
CID9949848,0.653212514,0
DB00430,0.64738297,0
DB00343,0.643452676,0
DB08807,0.643452676,0
CID162321,0.643452676,0
CID475066,0.643452676,0
DB05521,0.638489257,0
CID33625,0.633468456,0
DB01082,0.633468456,0
DB01004,0.633468456,0
DB06626,0.633468456,0
CID176873,0.633468456,0
DB01419,0.62838893,0
CID2169,0.62838893,0
DB01099,0.62324929,0
CID6321412,0.62324929,0
DB00384,0.62324929,0
DB00350,0.62324929,0
DB00063,0.62324929,0
DB08842,0.62324929,0
CID54459,0.62324929,0
CID23635314,0.62324929,0
DB01109,0.618048097,0
DB00622,0.612783857,0
CID71424,0.612783857,0
DB00561,0.612783857,0
DB00559,0.612783857,0
CID178149,0.612783857,0
DB01610,0.610660163,0
CID3009,0.602059991,0
DB00661,0.602059991,0
DB00220,0.602059991,0
DB00408,0.602059991,0
DB06725,0.602059991,0
DB00837,0.602059991,0
DB06809,0.602059991,0
DB06204,0.602059991,0
DB01382,0.602059991,0
DB06714,0.602059991,0
DB01016,0.602059991,0
DB01559,0.602059991,0
DB01231,0.602059991,0
DB01551,0.602059991,0
DB00537,0.602059991,0
DB00216,0.602059991,0
DB00177,0.602059991,0
